number,value,params,datetime_start
67,0.4850274104288319,"{'n_d_a': 4, 'n_steps': 4, 'gamma': 2.61687443545469, 'lambda_sparse': 2.2274498380741224e-06, 'mask_type': 'entmax', 'learning_rate': 0.039109369928236014, 'weight_decay': 6.405155289339331e-06, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 3, 'patience': 58, 'batch_size': 512}",2025-09-18 21:43:57.520812
68,0.460805099654062,"{'n_d_a': 8, 'n_steps': 5, 'gamma': 2.4712389424009844, 'lambda_sparse': 1.632191515665204e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.0017605066591649529, 'weight_decay': 4.509227452579193e-06, 'virtual_batch_size': 512, 'cat_emb_dim': 4, 'n_independent': 2, 'n_shared': 2, 'patience': 51, 'batch_size': 512}",2025-09-18 21:49:21.210923
69,0.4508269455283404,"{'n_d_a': 8, 'n_steps': 9, 'gamma': 2.3686700819401185, 'lambda_sparse': 3.079877686233845e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03524558821145285, 'weight_decay': 5.297786481423934e-06, 'virtual_batch_size': 512, 'cat_emb_dim': 2, 'n_independent': 1, 'n_shared': 3, 'patience': 61, 'batch_size': 1024}",2025-09-18 21:56:53.940056
70,0.4889777250577321,"{'n_d_a': 12, 'n_steps': 4, 'gamma': 2.791529496089737, 'lambda_sparse': 1.6000036124530245e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04316305687740831, 'weight_decay': 7.025139155870238e-06, 'virtual_batch_size': 512, 'cat_emb_dim': 1, 'n_independent': 3, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-18 21:59:55.777050
71,0.46975663532055156,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.536881129880519, 'lambda_sparse': 3.8520033907878376e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.044314812544174, 'weight_decay': 1.2813182643452497e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 2, 'n_independent': 1, 'n_shared': 3, 'patience': 41, 'batch_size': 512}",2025-09-18 22:07:59.311627
72,0.4821238448657236,"{'n_d_a': 12, 'n_steps': 3, 'gamma': 2.9057507666569093, 'lambda_sparse': 2.7097548711515047e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04924393572249397, 'weight_decay': 1.062007955640662e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 2, 'n_independent': 1, 'n_shared': 3, 'patience': 42, 'batch_size': 512}",2025-09-18 22:09:33.878695
73,0.4702831694590964,"{'n_d_a': 56, 'n_steps': 3, 'gamma': 2.276949119230862, 'lambda_sparse': 4.6859794364720795e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.029361405818215915, 'weight_decay': 8.4647852363826e-06, 'virtual_batch_size': 512, 'cat_emb_dim': 2, 'n_independent': 1, 'n_shared': 3, 'patience': 44, 'batch_size': 512}",2025-09-18 22:12:14.499559
74,0.4454367900265237,"{'n_d_a': 16, 'n_steps': 4, 'gamma': 2.6452253975995403, 'lambda_sparse': 7.455984892353861e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03766484181371175, 'weight_decay': 5.83090053299632e-06, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 3, 'patience': 59, 'batch_size': 512}",2025-09-18 22:13:54.918038
75,0.47084517631461037,"{'n_d_a': 8, 'n_steps': 4, 'gamma': 2.4757763552155154, 'lambda_sparse': 1.1747306970608812e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.02627561987942812, 'weight_decay': 3.4158695806667513e-06, 'virtual_batch_size': 512, 'cat_emb_dim': 2, 'n_independent': 1, 'n_shared': 3, 'patience': 39, 'batch_size': 2048}",2025-09-18 22:16:11.007917
76,0.4183240733611699,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.531443095710036, 'lambda_sparse': 1.842615015691494e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03444518072812185, 'weight_decay': 2.0674105863297633e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 2, 'n_shared': 3, 'patience': 50, 'batch_size': 512}",2025-09-18 22:17:07.711524
77,0.4791229001286756,"{'n_d_a': 8, 'n_steps': 5, 'gamma': 2.709611922752992, 'lambda_sparse': 4.468535902744661e-06, 'mask_type': 'entmax', 'learning_rate': 0.04486664194401549, 'weight_decay': 3.094563451136753e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 2, 'n_independent': 1, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-18 22:18:57.107145
78,0.473348320925727,"{'n_d_a': 12, 'n_steps': 8, 'gamma': 2.9922331006189835, 'lambda_sparse': 3.33753896068916e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.040493820264527546, 'weight_decay': 2.5882292802766246e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 63, 'batch_size': 512}",2025-09-18 22:22:47.330847
79,0.465979560409645,"{'n_d_a': 20, 'n_steps': 3, 'gamma': 2.4104113913719374, 'lambda_sparse': 4.2226722602452835e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.030921724733471156, 'weight_decay': 1.3301077144562059e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 2, 'n_independent': 3, 'n_shared': 2, 'patience': 52, 'batch_size': 2048}",2025-09-18 22:44:33.121493
80,0.4670181622597524,"{'n_d_a': 44, 'n_steps': 4, 'gamma': 2.5973926649638748, 'lambda_sparse': 1.447927352319556e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.006740012558234293, 'weight_decay': 7.231906572679005e-06, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 2, 'n_shared': 4, 'patience': 60, 'batch_size': 512}",2025-09-18 22:45:57.429459
81,0.46382860988685887,"{'n_d_a': 28, 'n_steps': 3, 'gamma': 2.1871748697278206, 'lambda_sparse': 2.281125502437462e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.0495084690608394, 'weight_decay': 1.6079805508653668e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 3, 'n_shared': 4, 'patience': 47, 'batch_size': 512}",2025-09-18 22:52:18.793214
82,0.49184784139014215,"{'n_d_a': 32, 'n_steps': 3, 'gamma': 2.3026403385156367, 'lambda_sparse': 1.728937558704236e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.04544539821603367, 'weight_decay': 1.1603912077889232e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 4, 'patience': 57, 'batch_size': 512}",2025-09-18 22:54:27.166428
83,0.47991045533534726,"{'n_d_a': 24, 'n_steps': 3, 'gamma': 2.4421404250571443, 'lambda_sparse': 2.4713666130377978e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.03796816795775609, 'weight_decay': 1.1136160842691508e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 4, 'patience': 55, 'batch_size': 512}",2025-09-18 23:00:23.946619
84,0.48732303590764153,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.5187598157022006, 'lambda_sparse': 0.00028861576126477945, 'mask_type': 'sparsemax', 'learning_rate': 0.044914200416528945, 'weight_decay': 9.172820514563484e-06, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 3, 'patience': 61, 'batch_size': 512}",2025-09-18 23:03:20.922491
85,0.4894408215527128,"{'n_d_a': 52, 'n_steps': 4, 'gamma': 2.568269523337205, 'lambda_sparse': 1.675653400815709e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.0349069701148701, 'weight_decay': 1.1721476621986295e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 3, 'patience': 58, 'batch_size': 512}",2025-09-18 23:06:17.660472
86,0.46800918354478355,"{'n_d_a': 36, 'n_steps': 4, 'gamma': 2.265731286710308, 'lambda_sparse': 2.76361319692264e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.008918624727429788, 'weight_decay': 1.0035099731766206e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 4, 'patience': 57, 'batch_size': 1024}",2025-09-18 23:11:35.775349
87,0.4739714257599367,"{'n_d_a': 32, 'n_steps': 3, 'gamma': 2.354583573644435, 'lambda_sparse': 8.642098092088891e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.039870925269326965, 'weight_decay': 1.4195177325579068e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 2, 'n_independent': 1, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-18 23:13:23.078697
88,0.47142465816183493,"{'n_d_a': 40, 'n_steps': 3, 'gamma': 2.7510464676736226, 'lambda_sparse': 7.670034111633985e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.020003478474465337, 'weight_decay': 8.002515957380992e-06, 'virtual_batch_size': 512, 'cat_emb_dim': 4, 'n_independent': 3, 'n_shared': 4, 'patience': 62, 'batch_size': 2048}",2025-09-18 23:15:40.078576
89,0.4749998067301928,"{'n_d_a': 8, 'n_steps': 4, 'gamma': 2.6629559508223837, 'lambda_sparse': 1.7835660263508183e-06, 'mask_type': 'entmax', 'learning_rate': 0.027721384355923983, 'weight_decay': 1.7229690973306527e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 3, 'patience': 49, 'batch_size': 512}",2025-09-18 23:18:48.064710
90,0.4725277850402358,"{'n_d_a': 56, 'n_steps': 3, 'gamma': 2.399028629214408, 'lambda_sparse': 1.1073889335452144e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.022351985056121362, 'weight_decay': 2.328416906975214e-06, 'virtual_batch_size': 512, 'cat_emb_dim': 2, 'n_independent': 5, 'n_shared': 5, 'patience': 60, 'batch_size': 512}",2025-09-18 23:23:13.666325
91,0.48570637115400395,"{'n_d_a': 52, 'n_steps': 4, 'gamma': 2.602690233211345, 'lambda_sparse': 1.6061005338513995e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.03399117424007035, 'weight_decay': 1.0926669218925352e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 3, 'patience': 58, 'batch_size': 512}",2025-09-18 23:28:49.465665
92,0.49043152247402305,"{'n_d_a': 48, 'n_steps': 4, 'gamma': 2.56219054087183, 'lambda_sparse': 2.313223858889507e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.04692014304181197, 'weight_decay': 1.2392947888697173e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-18 23:32:34.364626
93,0.4889322001284165,"{'n_d_a': 48, 'n_steps': 6, 'gamma': 2.491340357535414, 'lambda_sparse': 3.132148900544546e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.046703357669796365, 'weight_decay': 1.4116503036649577e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-18 23:35:35.688112
94,0.48109628100560914,"{'n_d_a': 56, 'n_steps': 10, 'gamma': 2.4550967388672835, 'lambda_sparse': 3.130926598622456e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.04087564041325855, 'weight_decay': 1.2301674289957601e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 3, 'patience': 45, 'batch_size': 512}",2025-09-18 23:41:17.482858
95,0.46083190070049246,"{'n_d_a': 60, 'n_steps': 4, 'gamma': 2.8132011236331897, 'lambda_sparse': 5.677758857599164e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.005525319982589225, 'weight_decay': 2.0907567814485085e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 1, 'n_independent': 1, 'n_shared': 3, 'patience': 57, 'batch_size': 512}",2025-09-18 23:46:04.737025
96,0.4894469702442426,"{'n_d_a': 48, 'n_steps': 5, 'gamma': 2.5420543884117643, 'lambda_sparse': 5.784440740846382e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04316358907931059, 'weight_decay': 8.906386774639984e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-18 23:49:56.111967
97,0.4864853764827996,"{'n_d_a': 28, 'n_steps': 3, 'gamma': 2.648553026275178, 'lambda_sparse': 2.7441167764232967e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.049981206079109275, 'weight_decay': 4.1006888896700367e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 3, 'patience': 59, 'batch_size': 512}",2025-09-19 00:01:24.619200
98,0.4572930367461132,"{'n_d_a': 52, 'n_steps': 4, 'gamma': 2.6999268106468555, 'lambda_sparse': 3.653017702861611e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.036853445995365816, 'weight_decay': 9.950051232358348e-06, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 3, 'n_shared': 4, 'patience': 62, 'batch_size': 2048}",2025-09-19 00:05:58.352128
99,0.45070012184909247,"{'n_d_a': 24, 'n_steps': 3, 'gamma': 1.0887176895672765, 'lambda_sparse': 1.9693307409405554e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.0010277856251205077, 'weight_decay': 1.8566988847173193e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 2, 'n_independent': 1, 'n_shared': 3, 'patience': 64, 'batch_size': 512}",2025-09-19 00:08:05.605938
100,0.44254717498126933,"{'n_d_a': 32, 'n_steps': 5, 'gamma': 2.506998381635909, 'lambda_sparse': 2.2487781974862456e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.0448299624102733, 'weight_decay': 3.329103348065686e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 4, 'n_independent': 2, 'n_shared': 3, 'patience': 56, 'batch_size': 1024}",2025-09-19 00:12:27.891170
101,0.48007530684182315,"{'n_d_a': 48, 'n_steps': 5, 'gamma': 2.5604174303578198, 'lambda_sparse': 5.399294132519739e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04061052565190819, 'weight_decay': 8.876383253970507e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 00:14:29.159449
102,0.46251085132410513,"{'n_d_a': 44, 'n_steps': 4, 'gamma': 2.4294196519497757, 'lambda_sparse': 4.361738465168595e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.0316488836665421, 'weight_decay': 7.302612549288002e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-19 00:23:24.688873
103,0.4780473502173271,"{'n_d_a': 48, 'n_steps': 5, 'gamma': 2.316154549743155, 'lambda_sparse': 5.940322777239387e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04662121226336739, 'weight_decay': 5.1576338985411985e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 51, 'batch_size': 512}",2025-09-19 00:28:07.571969
104,0.49159401281893017,"{'n_d_a': 36, 'n_steps': 6, 'gamma': 2.6144437690081594, 'lambda_sparse': 2.791886528839285e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04155473347261046, 'weight_decay': 6.074382399947907e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 52, 'batch_size': 512}",2025-09-19 00:39:56.798664
105,0.4723427034462418,"{'n_d_a': 36, 'n_steps': 7, 'gamma': 2.6272431091811552, 'lambda_sparse': 2.757953353782526e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03664569070446045, 'weight_decay': 6.538215475447024e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 5, 'n_shared': 3, 'patience': 49, 'batch_size': 512}",2025-09-19 00:48:53.959990
106,0.4782828209858514,"{'n_d_a': 4, 'n_steps': 4, 'gamma': 2.3698081712744936, 'lambda_sparse': 2.0632224583157717e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.033215365251570914, 'weight_decay': 1.604580246939236e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 46, 'batch_size': 512}",2025-09-19 00:57:15.955507
107,0.48038381473287384,"{'n_d_a': 28, 'n_steps': 3, 'gamma': 2.591014732900352, 'lambda_sparse': 1.248605374684e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.042027271654600885, 'weight_decay': 2.4905962305877422e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 3, 'n_shared': 3, 'patience': 27, 'batch_size': 512}",2025-09-19 01:02:02.302788
108,0.478798510606889,"{'n_d_a': 8, 'n_steps': 6, 'gamma': 2.7396387430536624, 'lambda_sparse': 3.5326591144682387e-06, 'mask_type': 'entmax', 'learning_rate': 0.028714945443737882, 'weight_decay': 5.663058066198002e-06, 'virtual_batch_size': 512, 'cat_emb_dim': 2, 'n_independent': 1, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 01:04:16.413361
109,0.48296696977274745,"{'n_d_a': 40, 'n_steps': 3, 'gamma': 2.870769887754512, 'lambda_sparse': 1.592595628839344e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.046280297405957516, 'weight_decay': 4.7691635141019815e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 3, 'n_shared': 4, 'patience': 57, 'batch_size': 2048}",2025-09-19 01:09:50.097528
110,0.4523686739591839,"{'n_d_a': 12, 'n_steps': 3, 'gamma': 2.460226166999343, 'lambda_sparse': 2.5375335609774794e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.0036247391999083213, 'weight_decay': 1.188808342768166e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 2, 'n_independent': 1, 'n_shared': 3, 'patience': 59, 'batch_size': 512}",2025-09-19 01:15:59.153794
111,0.48243172581991267,"{'n_d_a': 44, 'n_steps': 6, 'gamma': 2.5604947442156294, 'lambda_sparse': 3.144449610950975e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04295281212054133, 'weight_decay': 7.847044950055129e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 52, 'batch_size': 512}",2025-09-19 01:18:19.097538
112,0.4920367753185897,"{'n_d_a': 4, 'n_steps': 5, 'gamma': 2.526488478632886, 'lambda_sparse': 4.448926969982318e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03909567847023954, 'weight_decay': 9.902590784675839e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 01:25:15.026499
113,0.48853537741170766,"{'n_d_a': 4, 'n_steps': 5, 'gamma': 2.5228478277026154, 'lambda_sparse': 1.9676526011835704e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.037754245896451204, 'weight_decay': 1.339223923890427e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 43, 'batch_size': 512}",2025-09-19 01:36:55.762136
114,0.48292778914821993,"{'n_d_a': 4, 'n_steps': 4, 'gamma': 2.6844720936142252, 'lambda_sparse': 1.0699083931330804e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.03876218601327786, 'weight_decay': 1.033173948286615e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 51, 'batch_size': 512}",2025-09-19 01:43:03.366363
115,0.4526797574372548,"{'n_d_a': 8, 'n_steps': 4, 'gamma': 2.6280420742599224, 'lambda_sparse': 4.0505964332367905e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.03127501055009395, 'weight_decay': 5.906749609731872e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 2, 'patience': 55, 'batch_size': 512}",2025-09-19 01:46:57.259465
116,0.4722260704831484,"{'n_d_a': 4, 'n_steps': 6, 'gamma': 2.488591196320934, 'lambda_sparse': 4.349446437377676e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.046815925085433314, 'weight_decay': 1.4920116847596633e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 3, 'n_shared': 3, 'patience': 60, 'batch_size': 512}",2025-09-19 01:53:11.449995
117,0.4668146966959738,"{'n_d_a': 64, 'n_steps': 4, 'gamma': 1.8907309891424005, 'lambda_sparse': 2.9733179590174446e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03521279750103531, 'weight_decay': 2.7652315227714776e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 1, 'patience': 38, 'batch_size': 512}",2025-09-19 01:59:49.096918
118,0.48790177260591877,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.3877336029748797, 'lambda_sparse': 6.553318608636219e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04992040931007789, 'weight_decay': 9.452389666320358e-06, 'virtual_batch_size': 512, 'cat_emb_dim': 4, 'n_independent': 1, 'n_shared': 3, 'patience': 47, 'batch_size': 512}",2025-09-19 02:05:04.186316
119,0.4726554369507167,"{'n_d_a': 32, 'n_steps': 4, 'gamma': 2.596358840464793, 'lambda_sparse': 2.4748383279354533e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.024364604376922377, 'weight_decay': 1.1752554784076237e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 2, 'n_independent': 3, 'n_shared': 3, 'patience': 50, 'batch_size': 512}",2025-09-19 02:08:43.429057
120,0.46810784592297194,"{'n_d_a': 8, 'n_steps': 7, 'gamma': 1.3675433798742713, 'lambda_sparse': 2.2329690625331543e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.04071332743472394, 'weight_decay': 7.044823171794125e-06, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 1, 'n_shared': 3, 'patience': 58, 'batch_size': 2048}",2025-09-19 02:13:25.457835
121,0.47953036909405694,"{'n_d_a': 52, 'n_steps': 5, 'gamma': 2.5411018328457216, 'lambda_sparse': 4.995098514449203e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04453072556578933, 'weight_decay': 8.295137339301364e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 02:18:39.738567
122,0.4915711118108624,"{'n_d_a': 48, 'n_steps': 5, 'gamma': 2.429088661876325, 'lambda_sparse': 3.4620226854891993e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04280513674636533, 'weight_decay': 9.142715272932868e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 02:27:21.440848
123,0.4922803625719781,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4324053047178302, 'lambda_sparse': 3.410447118800032e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.039219072904522576, 'weight_decay': 1.0422551080554245e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-19 02:39:07.230233
124,0.491357694525919,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4479874864978464, 'lambda_sparse': 3.591688141474719e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03361059860056462, 'weight_decay': 1.041926097542402e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 02:47:47.972478
125,0.4870767319408902,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4163953101654156, 'lambda_sparse': 3.626971073362214e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.035580871781516143, 'weight_decay': 1.060974273586483e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 02:55:34.992629
126,0.4846600479285592,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.334416945062825, 'lambda_sparse': 1.4315067425139072e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.038661666164600976, 'weight_decay': 7.6173805059012355e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-19 03:03:33.657244
127,0.4814138036295854,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.2357944815631083, 'lambda_sparse': 1.7901235650251574e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.031964119063599535, 'weight_decay': 2.20436445535027e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 03:13:40.365070
128,0.48933524888259283,"{'n_d_a': 4, 'n_steps': 6, 'gamma': 2.3004080546790475, 'lambda_sparse': 2.1859492130818084e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.041346045694662936, 'weight_decay': 9.355191405716061e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 57, 'batch_size': 512}",2025-09-19 03:18:20.947112
129,0.4495258607189378,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.488298341817433, 'lambda_sparse': 2.9322301576621855e-06, 'mask_type': 'entmax', 'learning_rate': 0.0013820783469869575, 'weight_decay': 4.023136694961177e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 52, 'batch_size': 1024}",2025-09-19 03:34:15.003099
130,0.4712784447079515,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4445012303567433, 'lambda_sparse': 2.5960066810337413e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04642073380664308, 'weight_decay': 1.3504363607336216e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 4, 'patience': 54, 'batch_size': 512}",2025-09-19 03:41:34.203925
131,0.48810526244444397,"{'n_d_a': 12, 'n_steps': 4, 'gamma': 2.3843795642094765, 'lambda_sparse': 3.3429497375157233e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03347305944644941, 'weight_decay': 1.211635071327474e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 58, 'batch_size': 512}",2025-09-19 03:46:03.515975
132,0.46894323649469033,"{'n_d_a': 8, 'n_steps': 4, 'gamma': 2.448919550622252, 'lambda_sparse': 4.015960405795776e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.029738287842529514, 'weight_decay': 1.0696049589150361e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 03:57:51.152849
133,0.4932042671095573,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.5116929182904077, 'lambda_sparse': 4.320379894210087e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03701772053860382, 'weight_decay': 1.6687825300072096e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 57, 'batch_size': 512}",2025-09-19 04:03:03.130931
