number,value,params,datetime_start
0,0.22916982698474153,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 1.31908169704544, 'lambda_sparse': 5.228868761298858e-05, 'mask_type': 'entmax', 'learning_rate': 0.006887347078754941, 'weight_decay': 1.447930637008661e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 2, 'n_independent': 3, 'n_shared': 5, 'patience': 1, 'batch_size': 2048}",2025-09-18 15:59:05.105080
1,0.21935631759738985,"{'n_d_a': 4, 'n_steps': 8, 'gamma': 2.9462821220154147, 'lambda_sparse': 0.0006721143794577608, 'mask_type': 'entmax', 'learning_rate': 0.0023017228460019204, 'weight_decay': 9.534358975362217e-05, 'virtual_batch_size': 512, 'cat_emb_dim': 3, 'n_independent': 3, 'n_shared': 3, 'patience': 1, 'batch_size': 512}",2025-09-18 15:59:12.928119
