trial,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,f1_macro,accuracy
69,1500,0.02268061960440369,148,18,101,1.0,1.0,1.084577559309846,0.0048586220853298785,0.43106407541530367,0.5200907323395982
70,1500,0.02253234724740267,146,18,101,1.0,1.0,1.1837654049165092,0.0058296502213971745,0.42646288461291854,0.5186325340246274
71,1500,0.021798533273447624,148,18,101,1.0,1.0,1.1009664792176295,0.007774940296756724,0.4294144265560627,0.5200907323395982
72,1500,0.023387733317034896,148,18,101,1.0,1.0,1.3120497817830068,0.004903664791397015,0.4251782877356615,0.5191186001296176
73,1500,0.024294159880420198,147,18,101,1.0,1.0,1.0675937092978132,0.012893181077563418,0.43034745217715176,0.5220349967595593
74,1500,0.020472698250640395,149,18,101,1.0,1.0,1.156220816225021,0.029562546421862016,0.4271492768473087,0.5179844458846403
75,1500,0.021286650421120573,148,18,101,1.0,1.0,0.9485361875166741,0.01868028135404352,0.4275644684877353,0.5192806221646143
76,1600,0.02496193610048438,153,18,101,1.0,1.0,1.277453659483699,0.00993952488236795,0.42736202521064065,0.5194426441996112
77,1500,0.022897120999880373,149,18,101,1.0,0.9,1.0229811737061294,0.0028857337759608196,0.42051006449656003,0.518146467919637
78,1700,0.022260104829066093,150,18,101,1.0,1.0,1.1930748627501424,0.007134895343843493,0.4254818784463325,0.5192806221646143
79,1500,0.023531853492175837,149,18,101,1.0,1.0,1.3543603618156643,0.004937867839702285,0.4258278644360627,0.5179844458846403
80,1600,0.020162651970357,150,18,101,1.0,1.0,0.6805238935489122,0.06607114087876483,0.4259204936015772,0.5197666882696047
81,1500,0.02421363192906634,147,18,101,1.0,1.0,1.0676798680976216,0.013759783301629134,0.42383730378214396,0.5194426441996112
82,1500,0.021981285187150968,147,18,101,1.0,1.0,1.1249041899669598,0.012399214280938773,0.4274585965980154,0.5212248865845756
83,1500,0.02130514606789262,146,18,101,1.0,1.0,1.053221588170724,0.00999274960566578,0.42271466042256894,0.5176604018146468
84,1500,0.0284737605240375,148,18,101,1.0,1.0,1.100449725791357,0.0370500348339513,0.4308283623637954,0.522197018794556
85,1500,0.026655680360995464,149,18,101,1.0,1.0,1.2454089551109413,0.03735957116883267,0.42630079992654285,0.5196046662346079
86,1500,0.03103632215904,148,18,101,1.0,1.0,1.093663080062344,0.05327659708300333,0.42680985372810226,0.5197666882696047
87,1500,0.03416309689794485,148,18,101,1.0,1.0,1.003825160430526,0.07281837741783738,0.42683942228114136,0.5184705119896306
88,1600,0.022665798085326972,152,18,100,1.0,1.0,1.1729627885750729,0.027550836021659256,0.42525209309016293,0.5179844458846403
89,1500,0.028433258192448296,153,17,101,0.8,1.0,1.1241230092613226,0.10243647715111255,0.42704790647429064,0.5191186001296176
90,1600,0.025682657450123766,149,18,99,1.0,1.0,0.7422637335988851,0.03263400351693172,0.42376554788188336,0.5192806221646143
91,1500,0.02393582086703095,147,18,101,1.0,1.0,1.2031661478522062,0.021793981989172057,0.42362946200512835,0.5197666882696047
92,1500,0.02327427369556853,147,18,101,1.0,1.0,1.0876895688295265,0.040449190258482,0.4269818271353955,0.5186325340246274
93,1500,0.024457835316534525,148,18,101,1.0,1.0,1.163591745514222,0.0166566699949243,0.42752848354633793,0.5189565780946209
94,1500,0.020886572212871712,146,18,101,1.0,1.0,1.2542052627307427,0.01345218905476152,0.4243105129842744,0.5178224238496435
95,1500,0.02508908453550567,148,18,101,1.0,1.0,0.9254662290383543,0.051038572111860046,0.4282624548127531,0.5183084899546339
96,1500,0.029626304122142233,149,18,101,1.0,1.0,1.0334817530431946,0.008349901925855278,0.42929495042701893,0.5200907323395982
97,1500,0.021520572342649407,150,18,101,1.0,1.0,0.8705643443928418,0.08737566388031287,0.42897434117533817,0.5184705119896306
98,1500,0.03281228752970175,154,18,100,1.0,1.0,1.2175500474648648,0.12275776013636577,0.42387960826318966,0.5197666882696047
99,1600,0.026941314246114723,149,17,99,1.0,1.0,1.142290170004492,0.02513822483004726,0.4262812596620324,0.5183084899546339
