trial,d_model,n_heads,n_layers,ff_mult,dropout,attn_dropout,token_dropout,lr,weight_decay,warmup_ratio,min_lr,step_size,gamma,label_smoothing,focal_gamma,batch_size,epochs,grad_clip,patience,alpha0,alpha1,alpha2,alpha_vec,f1_macro,f1_c0,f1_c1,f1_c2,precision_c0,precision_c1,precision_c2,recall_c0,recall_c1,recall_c2,precision_macro,recall_macro,accuracy
0,128,8,12,6,0.1,0.1,0.1,0.0001,0.0003,0.05,1e-05,10,0.1,0.1,1.2000000000000002,128,10,1.0,3,1.4500000000000002,1.25,1.1,"1.4500,1.2500,1.1000",0.4017703188948391,0.6011137629276054,0.34810987217840633,0.25608732157850544,0.5515328467153284,0.31714568880079286,0.41838134430727025,0.6604895104895104,0.3857745629897529,0.18451300665456746,0.42901995994113057,0.41025902671127695,0.45917044718081657
1,128,8,12,6,0.1,0.1,0.1,0.0001,0.0003,0.05,1e-05,10,0.1,0.1,0.5,128,10,1.0,3,0.65,0.55,1.4,"0.6500,0.5500,1.4000",0.3990283705389128,0.6555591156680551,0.0,0.5415259959486833,0.6049674748669427,0.0,0.4311827956989247,0.7153846153846154,0.0,0.7277676950998185,0.3453834235219558,0.48105077016147796,0.5264095917044718
