trial,d_model,n_heads,n_layers,ff_mult,dropout,attn_dropout,token_dropout,lr,weight_decay,warmup_ratio,min_lr,step_size,gamma,label_smoothing,focal_gamma,batch_size,epochs,grad_clip,patience,alpha0,alpha1,alpha2,alpha_vec,f1_macro,f1_c0,f1_c1,f1_c2,precision_c0,precision_c1,precision_c2,recall_c0,recall_c1,recall_c2,precision_macro,recall_macro,accuracy
21,192,6,11,5,0.1,0.15000000000000002,0.1,7.901530921504837e-05,0.0019366938138319799,0.060000000000000005,2.691093387753986e-05,10,0.5,0.1,2.2,128,40,2.0,15,1.15,1.3,1.05,"1.1500,1.3000,1.0500",0.45687648637254147,0.5536109434721384,0.3816523061327927,0.43536620951269334,0.6518237801989578,0.32925229558373414,0.4205186020293123,0.4811188811188811,0.4538878842676311,0.4513006654567453,0.4671982259373348,0.46210247694775247,0.46581335061568374
22,192,6,10,5,0.05,0.15000000000000002,0.1,0.00019160390278476685,0.0004282574858323345,0.060000000000000005,2.085630903483686e-05,10,0.5,0.1,2.4000000000000004,128,40,1.5,15,1.15,1.3,1.2000000000000002,"1.1500,1.3000,1.2000",0.4763010780508365,0.538284998956812,0.35150375939849626,0.5391144757972012,0.6673564407656493,0.3659491193737769,0.434220251293422,0.45104895104895104,0.33815551537070526,0.7108287961282517,0.48917527047761605,0.5000110875159693,0.4902786779001944
23,192,6,8,6,0.1,0.15000000000000002,0.1,0.0002816713973683572,0.0020755886454374133,0.060000000000000005,2.053731012931338e-05,10,0.5,0.1,2.3000000000000003,128,40,1.5,15,1.2000000000000002,1.4,1.2000000000000002,"1.2000,1.4000,1.2000",0.4785803217807432,0.5719874804381847,0.3265031911320121,0.5372502937720329,0.6492007104795737,0.36874051593323215,0.43927747886241353,0.5111888111888112,0.29294755877034356,0.691470054446461,0.4857395684250731,0.498535474801872,0.5008101101749838
24,192,6,8,5,0.15000000000000002,0.15000000000000002,0.1,0.00030469797192700707,0.0026033366886318854,0.05,3.8256172090145744e-05,10,0.5,0.1,1.2000000000000002,128,40,1.5,15,1.15,1.25,0.9,"1.1500,1.2500,0.9000",0.4791425198878064,0.5466886055121349,0.35330642657559763,0.5374325275756865,0.6638361638361638,0.36427656850192064,0.43903374233128833,0.4646853146853147,0.34297769740807715,0.6926799758015729,0.4890488248897909,0.5001143292983216,0.49303305249513935
26,192,6,7,5,0.2,0.2,0.2,0.0007679883610382853,0.0027929818612717214,0.09999999999999999,4.2579183703136125e-05,10,0.5,0.1,1.0,128,40,1.5,15,1.05,1.15,0.8500000000000001,"1.0500,1.1500,0.8500",0.45086380332379944,0.6034333275533206,0.3030698889614631,0.4460881934566145,0.5985552115583075,0.33071988595866003,0.42105263157894735,0.6083916083916084,0.2796865581675708,0.47428917120387176,0.4501092430319716,0.45412244592101697,0.48412184057031754
27,192,6,8,6,0.15000000000000002,0.1,0.2,0.0002204642949777808,0.0027988402675489786,0.04,3.9293600719537696e-05,10,0.4,0.1,1.0,128,40,1.5,15,1.25,0.9,0.8,"1.2500,0.9000,0.8000",0.466211110110343,0.5646130728775357,0.33025708635464734,0.5037631710988459,0.6099837662337663,0.3643636363636364,0.4303471924560652,0.5255244755244756,0.30198915009041594,0.6073805202661827,0.4682315316844892,0.47829804862702474,0.4873622812702528
28,192,6,8,5,0.15000000000000002,0.2,0.1,0.00023749696522352634,0.0016327404502074652,0.05,7.024322148826687e-05,10,0.4,0.1,1.2000000000000002,128,40,1.5,15,1.0,1.35,0.95,"1.0000,1.3500,0.9500",0.47814184046669544,0.5612285600319107,0.34037108125399873,0.532825880114177,0.6532033426183844,0.36264485344239944,0.4390435123480988,0.49195804195804194,0.3206751054852321,0.677555958862674,0.48496390280296087,0.4967297021019827,0.4956254050550875
29,192,4,7,6,0.15000000000000002,0.2,0.05,0.00022165746881474952,0.001517962697853082,0.04,9.877870983439413e-05,10,0.4,0.1,1.1,128,40,1.5,15,1.0,1.4,0.7,"1.0000,1.4000,0.7000",0.45901590677987997,0.6162709497206704,0.29701686121919585,0.4637599093997735,0.6154114365411436,0.3214035087719298,0.43587014369345395,0.6171328671328671,0.2760699216395419,0.4954627949183303,0.45756169633550914,0.4628885278969131,0.4928710304601426
31,192,6,8,5,0.1,0.15000000000000002,0.1,0.0005129242660546437,0.0029237986586611326,0.05,6.732481392014039e-05,10,0.5,0.1,1.4000000000000001,128,40,1.5,15,1.3,1.2000000000000002,0.95,"1.3000,1.2000,0.9500",0.4759783192061578,0.5724806201550388,0.3319093000328623,0.5235450374305723,0.6421739130434783,0.36488439306358383,0.43569131832797425,0.5164335664335664,0.30440024110910185,0.6557773744706594,0.48091654147834545,0.4922037273377759,0.4967595593000648
32,192,6,9,5,0.2,0.2,0.05,0.0003430453037495923,0.0017567223607808397,0.05,2.5765279209164586e-05,10,0.4,0.1,0.30000000000000004,128,40,1.0,15,1.05,1.4,1.25,"1.0500,1.4000,1.2500",0.478932935423213,0.5440628878775341,0.35249285487456333,0.5402430635175418,0.6661600810536981,0.3724832214765101,0.43500738552437224,0.4597902097902098,0.3345388788426763,0.7126436781609196,0.4912168960181935,0.5023242555979351,0.4938431626701231
33,192,6,9,5,0.2,0.2,0.05,0.00035158148168335353,0.0016069234617822768,0.05,5.809088670581218e-05,10,0.4,0.1,0.4,128,40,1.0,15,1.0,1.4,1.25,"1.0000,1.4000,1.2500",0.4773900847906767,0.5447791993396616,0.34181343770384864,0.5455776173285198,0.6646525679758308,0.3724235963041933,0.4350485786254048,0.46153846153846156,0.31585292344786015,0.7313974591651543,0.490708247635143,0.5029296147171586,0.49465327284510696
35,192,12,7,5,0.15000000000000002,0.25,0.05,0.00014729865355332832,0.0008711159072546848,0.03,1.624435015747832e-05,10,0.30000000000000004,0.1,0.5,128,40,1.0,15,0.8,1.4,0.8500000000000001,"0.8000,1.4000,0.8500",0.47837330358146174,0.5436973061895949,0.36875725900116146,0.522665345553629,0.6600099850224663,0.3557422969187675,0.4425335570469799,0.46223776223776225,0.38276069921639544,0.6382335148215366,0.48609527966273797,0.49441065875856477,0.4880103694102398
41,192,12,7,5,0.2,0.25,0.05,0.00014730806606190965,0.0009442539972857486,0.03,1.6218676257761964e-05,10,0.30000000000000004,0.1,0.6000000000000001,128,40,1.0,15,0.75,1.4,0.8500000000000001,"0.7500,1.4000,0.8500",0.4775779488505356,0.5445564931055773,0.3555967841682127,0.5325805692778169,0.6618309154577289,0.36507936507936506,0.4357197844495766,0.4625874125874126,0.3465943339361061,0.6848154869933454,0.48754335499555684,0.4979990778389547,0.4909267660401815
42,192,12,8,5,0.15000000000000002,0.25,0.05,0.000310161316977775,0.0018012776936801572,0.05,1.7282910923405017e-05,10,0.4,0.1,0.5,128,40,0.5,15,1.05,1.4,0.95,"1.0500,1.4000,0.9500",0.4789455584078158,0.5484662576687117,0.3761074592740783,0.5122629582806574,0.6605911330049261,0.3576086956521739,0.44005212858384013,0.4688811188811189,0.39662447257383965,0.6128251663641864,0.48608398574698003,0.4927769192730483,0.4880103694102398
43,192,12,6,5,0.2,0.25,0.05,0.0003321676231755735,0.0019571735324801025,0.03,1.668410931375681e-05,10,0.30000000000000004,0.1,0.6000000000000001,128,40,0.5,15,1.1,1.4500000000000002,0.75,"1.1000,1.4500,0.7500",0.4685852157960133,0.5962250185048112,0.33313106796116504,0.47639956092206365,0.6332547169811321,0.3353695784972511,0.4359618282270216,0.5632867132867133,0.3309222423146474,0.5251058681185723,0.4681953745684683,0.4731049412399777,0.49060272197018795
44,192,12,9,5,0.15000000000000002,0.25,0.05,0.0001256277348684796,0.0007525876309193453,0.06999999999999999,2.6604925273340143e-05,10,0.4,0.1,0.1,128,40,0.5,15,0.8500000000000001,1.2000000000000002,1.0,"0.8500,1.2000,1.0000",0.47787438660965803,0.5643781094527364,0.32986227746053076,0.539382772915707,0.6549653579676674,0.37253414264036416,0.4354778728151729,0.4958041958041958,0.295961422543701,0.7084089534180278,0.4876591244744015,0.5000581905886415,0.49902786779001945
45,192,12,7,5,0.15000000000000002,0.1,0.05,0.000680248114622271,0.001274285485229539,0.04,1.7396960882919145e-05,10,0.5,0.1,0.4,128,40,0.5,15,0.9,1.4,1.35,"0.9000,1.4000,1.3500",0.4793395774963691,0.5494957810249023,0.3467611988398324,0.5417617526243724,0.6678339169584793,0.37257617728531855,0.43495786002198605,0.46678321678321677,0.324291742013261,0.7180883242589232,0.4917893180885946,0.5030544276851336,0.4957874270900843
46,192,12,9,5,0.2,0.1,0.15000000000000002,0.0009064108130304792,0.0017633062280205006,0.05,3.1587974132583545e-05,10,0.5,0.1,0.2,128,40,0.5,15,0.95,1.25,1.35,"0.9500,1.2500,1.3500",0.4776001911746719,0.5473899692937564,0.3433889602053915,0.5420216440248676,0.6602469135802469,0.36719286204529855,0.437546468401487,0.46748251748251746,0.32248342374924654,0.7120387174833636,0.48832874800901077,0.5006682195717093,0.4940051847051199
48,192,12,6,6,0.25,0.1,0.1,0.0005600958954478163,0.001989693854269907,0.04,1.9677428361710108e-05,10,0.5,0.1,0.8,128,40,0.5,15,1.3,1.4,1.4,"1.3000,1.4000,1.4000",0.46997597858133044,0.5575326215895611,0.34050514499532275,0.5118901691591077,0.6414922656960873,0.35271317829457366,0.43033800494641383,0.493006993006993,0.3291139240506329,0.631578947368421,0.47484781631235823,0.484566621475349,0.4860661049902787
49,192,12,8,5,0.1,0.15000000000000002,0.05,0.00030455188447320905,0.0012669800750492687,0.06999999999999999,1.378182212027255e-05,10,0.5,0.1,0.30000000000000004,128,40,0.5,15,1.1,1.0,1.2000000000000002,"1.1000,1.0000,1.2000",0.41452510939039744,0.6501846203242896,0.054626532887402456,0.5387641749595001,0.6010685663401603,0.362962962962963,0.4362818590704648,0.708041958041958,0.029535864978902954,0.7041742286751361,0.4667711294578627,0.480584017231999,0.5246273493195075
50,192,4,8,5,0.15000000000000002,0.1,0.1,0.0007137400277247584,0.002340500505484133,0.060000000000000005,2.5917813794098277e-05,10,0.4,0.1,0.8,128,40,1.0,15,0.9,1.5,1.25,"0.9000,1.5000,1.2500",0.47894890239388327,0.5446299732014017,0.35073201782304264,0.5414847161572053,0.6634856855851331,0.3715441672285907,0.43661971830985913,0.4618881118881119,0.33212778782399033,0.7126436781609196,0.4905498570411943,0.5022198592910073,0.49416720674011666
51,192,4,8,5,0.15000000000000002,0.1,0.1,0.0006470609650506237,0.002207051986060936,0.060000000000000005,2.7199999379509342e-05,10,0.4,0.1,0.9,128,40,1.0,15,0.9,1.5,1.3,"0.9000,1.5000,1.3000",0.47844059527622823,0.5491636066911465,0.3562152133580705,0.5299429657794676,0.6591576885406464,0.3657142857142857,0.436399217221135,0.4706293706293706,0.3471971066907776,0.6745311554748942,0.48709039715868907,0.4974525442650141,0.4920609202851588
52,192,4,9,5,0.15000000000000002,0.05,0.05,0.000954022591590012,0.0013079691802060428,0.05,3.720209358517989e-05,10,0.4,0.1,0.8,128,40,0.5,15,1.05,1.4500000000000002,1.25,"1.0500,1.4500,1.2500",0.47777405337768336,0.5490916513574199,0.3464114832535885,0.5378190255220417,0.6596370769985287,0.3678861788617886,0.436206247647723,0.47027972027972026,0.32730560578661844,0.7011494252873564,0.48790983450268016,0.49957825045123166,0.49368114063512636
53,192,4,7,5,0.2,0.1,0.15000000000000002,0.0004401425099494405,0.002255357107028653,0.04,3.121219854306434e-05,10,0.5,0.1,1.7000000000000002,128,40,1.0,15,0.75,1.35,1.4,"0.7500,1.3500,1.4000",0.4773222791062171,0.5449658879470747,0.3430774172823643,0.5439235320892125,0.6666666666666666,0.3672627235213205,0.4359722728931047,0.4608391608391608,0.321880650994575,0.7229280096793709,0.48996722102703066,0.5018826071710355,0.49368114063512636
54,192,4,8,4,0.25,0.2,0.1,0.0006607876120698306,0.0013747056435959792,0.060000000000000005,1.8185670793341357e-05,10,0.4,0.1,0.6000000000000001,128,40,1.0,15,0.9,0.7,1.05,"0.9000,0.7000,1.0500",0.4011168009250759,0.6575694332958741,0.0,0.5457809694793537,0.607895517957851,0.0,0.4338209061719586,0.7160839160839161,0.0,0.735632183908046,0.34723880804326984,0.48390536666398737,0.5288399222294232
57,192,6,8,4,0.1,0.15000000000000002,0.2,0.00030916218006580074,3.8716395045196615e-05,0.05,2.303410023555211e-05,10,0.5,0.1,0.0,128,40,0.5,15,1.05,1.4500000000000002,1.3,"1.0500,1.4500,1.3000",0.4772814386430113,0.5517802644964395,0.3396472893533638,0.5404167620792306,0.6598540145985401,0.3706343549536707,0.43478260869565216,0.47412587412587415,0.3134418324291742,0.7138535995160314,0.4884236594159543,0.5004737686903599,0.4951393389500972
59,192,12,9,5,0.15000000000000002,0.15000000000000002,0.0,0.0004082147336707412,0.00023267473106385297,0.06999999999999999,4.576708608054825e-05,10,0.4,0.1,1.3,128,40,1.5,15,0.95,1.35,0.9,"0.9500,1.3500,0.9000",0.477444241686275,0.5456042824788965,0.34487220964089293,0.5418562329390355,0.6634952428642964,0.3722067039106145,0.4341961356179366,0.4632867132867133,0.32127787823990356,0.720508166969147,0.48996602746428247,0.5016909194985879,0.4940051847051199
60,192,4,7,5,0.05,0.1,0.3,0.00026444671373763014,0.0022528195546015904,0.04,1.3668017626033491e-05,10,0.5,0.1,0.4,128,40,1.0,15,1.2000000000000002,1.4500000000000002,0.55,"1.2000,1.4500,0.5500",0.3379821364300184,0.6181754138781261,0.395770995411929,0.0,0.6227821149751597,0.29576624925462136,0.0,0.6136363636363636,0.5979505726341169,0.0,0.30618278807659366,0.40386231209016016,0.4450745301360985
61,192,4,8,5,0.15000000000000002,0.1,0.1,0.000559826842410573,0.0020715276165660977,0.060000000000000005,2.717048219093728e-05,10,0.4,0.1,0.8,128,40,1.0,15,0.9,1.5,1.3,"0.9000,1.5000,1.3000",0.47795773666868263,0.5445932028836251,0.3532781667727562,0.5360018403496665,0.66265664160401,0.3742414025623736,0.43244246473645137,0.46223776223776225,0.3345388788426763,0.7047791893526921,0.48978016963427834,0.5005186101443769,0.4928710304601426
62,192,4,8,5,0.15000000000000002,0.05,0.1,0.00072160110913699,0.002979466739010383,0.060000000000000005,2.4595920037597486e-05,10,0.4,0.1,0.8,128,40,1.0,15,0.8500000000000001,1.5,1.25,"0.8500,1.5000,1.2500",0.47782785481820483,0.5686119873817035,0.33519553072625696,0.5296760463466541,0.6518987341772152,0.3684971098265896,0.43478260869565216,0.5041958041958042,0.3074141048824593,0.677555958862674,0.4850594842331523,0.4963886226469792,0.49773169151004537
63,192,4,8,5,0.2,0.1,0.0,0.0005874928960787722,0.0023107763127157774,0.05,2.9019786656445304e-05,10,0.4,0.1,1.5,128,40,1.0,15,0.95,0.5,1.35,"0.9500,0.5000,1.3500",0.40100765280891393,0.657772062369394,0.0,0.5452508960573477,0.6087473966081524,0.0,0.4329420135183209,0.7153846153846154,0.0,0.736237144585602,0.3472298033754911,0.4838739199900724,0.5286779001944264
64,192,8,6,5,0.1,0.3,0.05,0.00041620679520359115,7.71361529271666e-05,0.060000000000000005,1.790799932904035e-05,10,0.30000000000000004,0.1,1.0,128,40,0.0,15,0.8,1.4500000000000002,1.2000000000000002,"0.8000,1.4500,1.2000",0.47921788331446497,0.5470925470925471,0.35401002506265666,0.5365510777881912,0.6600790513833992,0.3685583822570124,0.4378585086042065,0.4671328671328671,0.3405666063893912,0.6926799758015729,0.488831980748206,0.5001264831079437,0.4935191186001296
65,192,8,6,5,0.1,0.3,0.0,0.0004462919089929042,8.499713721752075e-05,0.06999999999999999,1.855619697864804e-05,5,0.2,0.1,0.30000000000000004,128,40,0.0,15,0.65,1.35,1.15,"0.6500,1.3500,1.1500",0.4763716826765361,0.5422607976854722,0.34646173551072684,0.5403925148334094,0.6629610914603336,0.36953551912568305,0.4338585562477098,0.45874125874125876,0.32610006027727545,0.7162734422262553,0.4887850556112421,0.5003715870815965,0.4920609202851588
67,192,8,5,6,0.1,0.3,0.05,0.0003929701750790738,0.00021023671982064334,0.05,1.2574959315057717e-05,10,0.30000000000000004,0.1,2.7,128,40,0.0,15,0.7,1.25,1.2000000000000002,"0.7000,1.2500,1.2000",0.4771118611642701,0.5448573188257031,0.3507556675062972,0.5357225971608098,0.6598707110890104,0.3671720500988794,0.4353252647503782,0.46398601398601397,0.3357444243520193,0.6963097398669087,0.48745600864608934,0.49868005940164734,0.49173687621516526
68,192,8,5,5,0.05,0.3,0.05,0.00017363378902742429,8.709809742717714e-05,0.08,1.7636237245127256e-05,10,0.30000000000000004,0.1,0.6000000000000001,128,40,0.0,15,1.1,1.4500000000000002,1.0,"1.1000,1.4500,1.0000",0.475643799253548,0.5482815057283142,0.36146734267819863,0.5171825493541311,0.6607495069033531,0.3577331759149941,0.4330612244897959,0.46853146853146854,0.36528028933092227,0.6418632788868723,0.48384796910271444,0.491891678916421,0.487200259235256
69,192,8,7,4,0.1,0.2,0.0,0.00047289554648138004,0.001124367199648645,0.060000000000000005,1.4749414091860008e-05,10,0.5,0.1,1.2000000000000002,128,40,0.0,15,0.8500000000000001,1.35,1.4500000000000002,"0.8500,1.3500,1.4500",0.479018697731989,0.5443615257048093,0.34933934901708025,0.5433552184740774,0.6685336048879837,0.37534626038781166,0.4341534008683068,0.4590909090909091,0.32670283303194697,0.7259528130671506,0.49267775538136743,0.5039155183966689,0.49497731691510044
71,192,8,7,4,0.1,0.2,0.0,0.0004886048266836015,0.0010368365263253203,0.060000000000000005,1.4996004003608251e-05,10,0.5,0.1,1.7000000000000002,128,40,0.0,15,0.8500000000000001,1.35,1.5,"0.8500,1.3500,1.5000",0.4767826830170683,0.5413377648525135,0.34473769957640926,0.544272584622282,0.6668372569089048,0.375177304964539,0.4323361823361823,0.4555944055944056,0.3188667872212176,0.7344222625529341,0.4914502480698754,0.5029611517895191,0.4935191186001296
72,192,8,6,4,0.05,0.25,0.0,0.00034403042568910994,0.00116691133872299,0.060000000000000005,2.185928990122705e-05,10,0.5,0.1,1.1,128,40,0.0,15,0.8,1.4,1.35,"0.8000,1.4000,1.3500",0.4764817649325505,0.5450794305756138,0.34951456310679613,0.5348513011152416,0.6648213387015601,0.363754889178618,0.43417578272350055,0.4618881118881119,0.33634719710669075,0.6963097398669087,0.4875840035345595,0.4981816829539038,0.4909267660401815
73,192,8,7,4,0.1,0.2,0.05,0.00025893394713918315,0.00159881426510696,0.05,1.9620160722008783e-05,10,0.5,0.1,1.3,128,40,0.0,15,1.2000000000000002,1.4500000000000002,1.15,"1.2000,1.4500,1.1500",0.46934060905917957,0.5640827372897739,0.33885350318471336,0.5050855867030514,0.6307825335062689,0.3592167454422687,0.4280908326324643,0.5101398601398601,0.3206751054852321,0.6158499697519662,0.472696703860334,0.48222164512568616,0.48752430330524954
74,192,6,9,6,0.25,0.25,0.0,0.0008263499844021201,0.0006426506110654437,0.060000000000000005,1.1821754669379247e-05,10,0.2,0.1,1.0,128,40,0.5,15,0.8,1.25,1.4500000000000002,"0.8000,1.2500,1.4500",0.4783428126045463,0.5437254496588795,0.3475472907983328,0.5437556973564266,0.6651492159838138,0.37123287671232874,0.43619744058500914,0.4597902097902098,0.32670283303194697,0.7217180883242589,0.4908598444270505,0.5027370437154719,0.49416720674011666
76,192,6,5,5,0.1,0.15000000000000002,0.1,0.0002708971463952089,0.001715719601349278,0.06999999999999999,3.470771558899356e-05,10,0.5,0.1,1.2000000000000002,128,40,1.5,15,0.95,1.35,1.4,"0.9500,1.3500,1.4000",0.47950214547323416,0.5704737566345587,0.3260794473229706,0.5419532324621733,0.651549169286035,0.3818770226537217,0.4363233665559247,0.5073426573426574,0.2845087402049427,0.7150635208711433,0.48991651949856047,0.5023049728062478,0.5030784186649384
78,192,8,5,5,0.15000000000000002,0.05,0.05,2.5201274885817354e-05,0.00045431573875540267,0.08,2.5201274885817354e-06,5,0.5,0.1,1.3,128,40,0.0,15,0.95,1.3,1.4500000000000002,"0.9500,1.3000,1.4500",0.4760123952712358,0.5595646039105019,0.33495302883057987,0.5335195530726257,0.6606377915278439,0.36204481792717086,0.4335981838819523,0.4853146853146853,0.3116335141651597,0.6932849364791288,0.4854269311123223,0.49674437865299126,0.4943292287751134
79,192,6,6,5,0.1,0.15000000000000002,0.15000000000000002,0.0003831095113276353,5.767081192990939e-05,0.06999999999999999,3.633101661082979e-05,10,0.5,0.1,1.1,128,40,2.0,15,1.05,1.35,1.4500000000000002,"1.0500,1.3500,1.4500",0.4775011604798332,0.5489954899548996,0.3404947916666667,0.5430131998179335,0.6635282457879088,0.37013446567586694,0.43524261218533383,0.4681818181818182,0.3152501506931887,0.7217180883242589,0.48963510788303655,0.5017166857330886,0.49497731691510044
80,192,6,4,5,0.15000000000000002,0.2,0.1,0.0004864184584073539,0.00015440826871705677,0.04,3.3947999611219806e-05,10,0.5,0.1,0.7000000000000001,128,40,1.5,15,0.9,1.1,1.35,"0.9000,1.1000,1.3500",0.4762225921453796,0.5387975868525068,0.34642627173213136,0.5434439178515008,0.6651258346173601,0.37180373185901866,0.4334053275737941,0.4527972027972028,0.324291742013261,0.7283726557773744,0.4901116313500576,0.5018205335292795,0.4920609202851588
81,192,6,5,5,0.1,0.15000000000000002,0.1,0.00028446623086777865,0.0017503332850242858,0.06999999999999999,1.483752742884227e-05,10,0.5,0.1,1.9000000000000001,128,40,1.5,15,1.15,1.4,0.9,"1.1500,1.4000,0.9000",0.47596450272608665,0.5640213734415199,0.3512458721104773,0.5126262626262627,0.6497948016415869,0.3498803827751196,0.4399653229302124,0.4982517482517482,0.352622061482821,0.6140350877192983,0.47988016911563963,0.48830296581795585,0.49011665586519765
82,192,6,7,5,0.05,0.15000000000000002,0.05,0.00020639222081152817,0.0024441704258049684,0.060000000000000005,4.5155801649423266e-05,10,0.5,0.1,1.5,128,40,1.5,15,1.0,1.5,1.1,"1.0000,1.5000,1.1000",0.4769414686684061,0.5472779369627507,0.34735843087630497,0.5361880381661625,0.6599210266535045,0.3655126498002663,0.4357034795763994,0.46748251748251746,0.3309222423146474,0.6969147005444646,0.4870457186767234,0.4984398201138765,0.49222294232015557
83,192,6,10,5,0.1,0.15000000000000002,0.1,0.0003673576163197908,0.0014098320860081687,0.05,2.3963281064739605e-05,10,0.4,0.1,0.4,128,40,1.5,15,1.25,1.3,1.4,"1.2500,1.3000,1.4000",0.4755781810820135,0.5430626927029805,0.34431524547803616,0.5393566050650239,0.658852867830424,0.3709116214335421,0.432967032967033,0.4618881118881119,0.32127787823990356,0.7150635208711433,0.4875771740769997,0.4994098369997196,0.49189889825016203
