trial,d_model,n_heads,n_layers,ff_mult,dropout,attn_dropout,token_dropout,lr,weight_decay,warmup_ratio,min_lr,step_size,gamma,label_smoothing,focal_gamma,batch_size,epochs,grad_clip,patience,alpha0,alpha1,alpha2,alpha_vec,f1_macro,f1_c0,f1_c1,f1_c2,precision_c0,precision_c1,precision_c2,recall_c0,recall_c1,recall_c2,precision_macro,recall_macro,accuracy
0,128,8,12,6,0.1,0.1,0.1,0.0001,0.0003,0.05,1e-05,10,0.1,0.1,1.2000000000000002,128,10,1.0,3,1.4500000000000002,1.25,1.1,"1.4500,1.2500,1.1000",0.397493676697752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3431624545455983,0.47559117631712916,0.5272197018794557
1,128,8,12,6,0.1,0.1,0.1,0.0001,0.0003,0.05,1e-05,10,0.1,0.1,0.5,128,10,1.0,3,0.65,0.55,1.4,"0.6500,0.5500,1.4000",0.39953197694627995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34550717378033285,0.48051420247427507,0.5280298120544394
