trial,param_iterations,param_learning_rate,param_depth,param_l2_leaf_reg,param_border_count,param_random_strength,param_bagging_temperature,f1_macro,accuracy
0,1600,0.13,7,14.0,208,0.0,0.7,0.48073592001727067,0.4962734931950745
1,1600,0.13,7,14.0,208,0.0,0.7,0.48073592001727067,0.4962734931950745
