trial,iterations,learning_rate,depth,l2_leaf_reg,border_count,random_strength,bagging_temperature,weights_0,weights_1,weights_2,f1_macro
70,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.9000000000000004,3.3,0.5047312271177598
71,1600,0.13,7,14.0,208,0.0,0.47,2.1,3.7,3.1,0.5047352984360686
72,1600,0.13,7,14.0,208,0.0,0.47,2.1,3.7,3.0,0.5049896068394447
73,1600,0.13,7,14.0,208,0.0,0.47,2.0,3.8000000000000003,3.0,0.5036559344454469
74,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.6000000000000005,2.9000000000000004,0.5042804319926093
75,1600,0.13,7,14.0,208,0.0,0.47,2.1,3.5,3.4000000000000004,0.5023013504013699
76,1600,0.13,7,14.0,208,0.0,0.47,2.0,3.7,2.8,0.5020304561308319
77,1600,0.13,7,14.0,208,0.0,0.47,1.5,4.0,3.2,0.4688856220472963
78,1600,0.13,7,14.0,208,0.0,0.47,1.9,3.8000000000000003,2.9000000000000004,0.495958624036777
79,1600,0.13,7,14.0,208,0.0,0.47,2.1,3.9000000000000004,3.0,0.49829710073361877
80,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.4000000000000004,2.7,0.5071526092852922
81,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.6000000000000005,2.7,0.5056720101065574
82,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.4000000000000004,2.6,0.5009500379875893
83,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.6000000000000005,2.5,0.5032571188357693
84,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.6000000000000005,2.7,0.5056720101065574
85,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.2,2.4,0.5011081926589601
86,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.5,2.6,0.5029442677057663
87,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.7,2.7,0.5017731293490991
88,1600,0.13,7,14.0,208,0.0,0.47,2.1,3.6000000000000005,2.7,0.502114749947531
89,1600,0.13,7,14.0,208,0.0,0.47,1.3,3.4000000000000004,2.8,0.47555698981415495
90,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.8000000000000003,2.8,0.501325021892614
91,1600,0.13,7,14.0,208,0.0,0.47,2.1,3.5,2.7,0.5032696951350538
92,1600,0.13,7,14.0,208,0.0,0.47,2.1,3.3000000000000003,2.9000000000000004,0.5030439616426149
93,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.7,3.1,0.5049224843511894
94,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.6000000000000005,3.0,0.5041676582041439
95,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.7,2.4,0.4913556623070778
96,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.8000000000000003,3.1,0.5054357152743303
97,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.8000000000000003,2.6,0.5032571188357693
98,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.6000000000000005,3.1,0.5049172492499842
99,1600,0.13,7,14.0,208,0.0,0.47,2.2,3.5,2.9000000000000004,0.5034474091928831
