trial,iterations,learning_rate,depth,l2_leaf_reg,border_count,random_strength,bagging_temperature,weights_0,weights_1,weights_2,f1_macro
58,1600,0.13,7,14.0,208,0.0,0.47,1.8000000000000003,2.5000000000000004,2.6,0.501011307460994
59,1600,0.13,7,14.0,208,0.0,0.47,1.9000000000000001,2.7,2.8000000000000003,0.5015541919474851
60,1600,0.13,7,14.0,208,0.0,0.47,2.3000000000000003,2.8000000000000003,2.6,0.47236926198076595
61,1600,0.13,7,14.0,208,0.0,0.47,1.7000000000000002,3.0,2.3000000000000003,0.5046509411144452
62,1600,0.13,7,14.0,208,0.0,0.47,1.5000000000000002,0.1,2.3000000000000003,0.4106728633481654
63,1600,0.13,7,14.0,208,0.0,0.47,1.7000000000000002,2.9000000000000004,2.4000000000000004,0.5050645673458888
64,1600,0.13,7,14.0,208,0.0,0.47,1.7000000000000002,2.9000000000000004,2.9000000000000004,0.5016082933365865
65,1600,0.13,7,14.0,208,0.0,0.47,1.6,2.7,2.4000000000000004,0.5020842772298434
66,1600,0.13,7,14.0,208,0.0,0.47,1.4000000000000001,2.8000000000000003,2.5000000000000004,0.5004994416993767
67,1600,0.13,7,14.0,208,0.0,0.47,1.9000000000000001,2.0,2.7,0.44475614983940437
68,1600,0.13,7,14.0,208,0.0,0.47,1.2000000000000002,2.6,2.3000000000000003,0.4999090611748036
69,1600,0.13,7,14.0,208,0.0,0.47,1.8000000000000003,2.4000000000000004,2.8000000000000003,0.4874750917471358
70,1600,0.13,7,14.0,208,0.0,0.47,2.0,0.30000000000000004,2.5000000000000004,0.4102920284135754
71,1600,0.13,7,14.0,208,0.0,0.47,2.1,3.0,2.0,0.4983556678198829
72,1600,0.13,7,14.0,208,0.0,0.47,1.7000000000000002,2.9000000000000004,2.2,0.5049245764913551
73,1600,0.13,7,14.0,208,0.0,0.47,1.6,2.9000000000000004,2.2,0.5023018441426051
74,1600,0.13,7,14.0,208,0.0,0.47,1.5000000000000002,2.8000000000000003,2.6,0.5023852309164009
75,1600,0.13,7,14.0,208,0.0,0.47,1.7000000000000002,2.9000000000000004,2.2,0.5049245764913551
76,1600,0.13,7,14.0,208,0.0,0.47,1.7000000000000002,2.7,2.4000000000000004,0.5023211064800734
77,1600,0.13,7,14.0,208,0.0,0.47,1.4000000000000001,2.9000000000000004,2.3000000000000003,0.4977064119347164
78,1600,0.13,7,14.0,208,0.0,0.47,1.6,2.6,0.9,0.34271204887014156
79,1600,0.13,7,14.0,208,0.0,0.47,1.3000000000000003,2.8000000000000003,2.2,0.4932451793042573
80,1600,0.13,7,14.0,208,0.0,0.47,1.7000000000000002,3.0,2.0,0.4941020981687736
81,1600,0.13,7,14.0,208,0.0,0.47,1.9000000000000001,3.0,2.4000000000000004,0.5025617180990508
82,1600,0.13,7,14.0,208,0.0,0.47,1.8000000000000003,2.9000000000000004,2.2,0.502709420018791
83,1600,0.13,7,14.0,208,0.0,0.47,2.2,2.8000000000000003,2.1,0.4759407814716283
84,1600,0.13,7,14.0,208,0.0,0.47,2.0,2.9000000000000004,1.8000000000000003,0.4891793308642101
85,1600,0.13,7,14.0,208,0.0,0.47,1.8000000000000003,2.7,2.5000000000000004,0.5027945168350818
86,1600,0.13,7,14.0,208,0.0,0.47,1.5000000000000002,3.0,1.9000000000000001,0.4941310333952123
87,1600,0.13,7,14.0,208,0.0,0.47,1.9000000000000001,2.9000000000000004,2.3000000000000003,0.5031782491720216
88,1600,0.13,7,14.0,208,0.0,0.47,1.7000000000000002,2.5000000000000004,2.3000000000000003,0.5019170699227602
89,1600,0.13,7,14.0,208,0.0,0.47,1.9000000000000001,1.6,2.4000000000000004,0.4197498531826897
90,1600,0.13,7,14.0,208,0.0,0.47,1.8000000000000003,2.9000000000000004,2.6,0.503917375496623
91,1600,0.13,7,14.0,208,0.0,0.47,1.8000000000000003,2.9000000000000004,2.6,0.503917375496623
92,1600,0.13,7,14.0,208,0.0,0.47,1.6,2.8000000000000003,2.6,0.5035700953735445
93,1600,0.13,7,14.0,208,0.0,0.47,1.7000000000000002,2.6,2.8000000000000003,0.5012703940287185
94,1600,0.13,7,14.0,208,0.0,0.47,1.6,2.8000000000000003,2.9000000000000004,0.5010438653430643
95,1600,0.13,7,14.0,208,0.0,0.47,1.6,2.7,2.7,0.5016082933365865
96,1600,0.13,7,14.0,208,0.0,0.47,0.7000000000000001,3.0,2.7,0.45210326942464807
97,1600,0.13,7,14.0,208,0.0,0.47,1.5000000000000002,2.2,2.6,0.49907422654229233
98,1600,0.13,7,14.0,208,0.0,0.47,1.8000000000000003,2.9000000000000004,2.5000000000000004,0.5038151800302108
99,1600,0.13,7,14.0,208,0.0,0.47,1.8000000000000003,2.9000000000000004,2.5000000000000004,0.5038151800302108
