trial,iterations,learning_rate,depth,l2_leaf_reg,border_count,random_strength,bagging_temperature,weights_0,weights_1,weights_2,f1_macro
44,1600,0.13,7,14.0,208,0.0,0.47,6.8,9.4,9.4,0.4921640646791143
45,1600,0.13,7,14.0,208,0.0,0.47,5.1,7.7,8.2,0.5005302572103322
46,1600,0.13,7,14.0,208,0.0,0.47,5.9,10.0,2.8000000000000003,0.3436248771636366
47,1600,0.13,7,14.0,208,0.0,0.47,2.8000000000000003,7.2,7.4,0.47245930153366267
48,1600,0.13,7,14.0,208,0.0,0.47,5.3,3.7,8.9,0.4103660189270129
49,1600,0.13,7,14.0,208,0.0,0.47,4.3999999999999995,8.3,1.1,0.3434050672265387
50,1600,0.13,7,14.0,208,0.0,0.47,6.2,1.5000000000000002,7.9,0.4103247839282563
51,1600,0.13,7,14.0,208,0.0,0.47,5.6,9.2,6.8,0.5005841505256322
52,1600,0.13,7,14.0,208,0.0,0.47,4.7,8.7,8.6,0.5010557930239848
53,1600,0.13,7,14.0,208,0.0,0.47,5.2,8.6,7.3,0.5019782080973164
54,1600,0.13,7,14.0,208,0.0,0.47,3.6,9.700000000000001,7.6,0.4613218544877969
55,1600,0.13,7,14.0,208,0.0,0.47,4.3,8.0,8.3,0.5006254632810343
56,1600,0.13,7,14.0,208,0.0,0.47,5.0,7.4,9.0,0.499259561277475
57,1600,0.13,7,14.0,208,0.0,0.47,6.5,8.4,9.700000000000001,0.4712588758533047
58,1600,0.13,7,14.0,208,0.0,0.47,3.7,6.8,7.3,0.5005960631156893
59,1600,0.13,7,14.0,208,0.0,0.47,7.2,9.5,8.4,0.49074742816588107
