trial,param_iterations,param_learning_rate,param_depth,param_l2_leaf_reg,param_border_count,param_random_strength,param_bagging_temperature,f1_macro,accuracy
82,2000,0.07,6,8.0,80,0.0,0.35000000000000003,0.4797557237385223,0.495301360985094
83,1800,0.09000000000000001,6,9.0,96,0.4,0.45,0.48050851680864914,0.49465327284510696
84,1900,0.08,7,6.0,112,0.6000000000000001,0.6000000000000001,0.47997610354815295,0.4943292287751134
85,1800,0.07,4,10.0,144,0.2,0.4,0.47759441884917203,0.4909267660401815
86,1600,0.11,5,9.0,72,0.8,0.25,0.47897139507112624,0.4933570965651329
87,1700,0.06,8,4.0,136,0.0,0.30000000000000004,0.4801940952679049,0.4956254050550875
88,700,0.12000000000000001,7,7.0,128,0.4,0.30000000000000004,0.47883555572151026,0.4940051847051199
89,600,0.09000000000000001,6,10.0,104,0.2,0.15000000000000002,0.481161011045411,0.49659753726506806
90,1000,0.08,8,8.0,88,0.2,0.2,0.47998009358372123,0.4956254050550875
91,1700,0.1,8,13.0,104,0.0,0.1,0.4812585029026312,0.4967595593000648
92,1800,0.1,8,11.0,120,0.0,0.05,0.48003516593719864,0.4956254050550875
93,1700,0.1,7,14.0,96,0.4,0.15000000000000002,0.47962644676374583,0.49546338302009074
94,1600,0.09000000000000001,9,13.0,112,0.6000000000000001,0.1,0.47887271765921513,0.4927090084251458
95,1900,0.11,8,9.0,80,0.2,0.4,0.47999476643928585,0.4956254050550875
96,1100,0.12000000000000001,7,12.0,120,0.0,0.35000000000000003,0.4822151681964722,0.4969215813350616
97,1100,0.12000000000000001,7,12.0,120,1.0,0.35000000000000003,0.4755853273242672,0.48703823720025924
98,1000,0.13999999999999999,7,7.0,128,0.0,0.25,0.48096437108849016,0.49611147116007775
99,1200,0.08,7,11.0,136,0.2,0.4,0.4806407647998468,0.495949449125081
100,1100,0.07,7,10.0,112,0.4,0.45,0.4794665438662908,0.4948152948801037
101,1800,0.1,8,12.0,104,0.0,0.1,0.48137973582657495,0.4970836033700583
102,1200,0.13,8,12.0,120,0.0,0.15000000000000002,0.48108636477587696,0.4964355152300713
103,900,0.11,9,9.0,104,0.2,0.05,0.4809496415444883,0.4962734931950745
104,1000,0.09000000000000001,7,1.0,88,0.0,0.30000000000000004,0.480727136372491,0.49611147116007775
105,1800,0.12000000000000001,6,3.0,96,0.4,0.35000000000000003,0.48193005661651206,0.49659753726506806
106,1900,0.12000000000000001,5,11.0,96,0.4,0.35000000000000003,0.47893946216999117,0.4927090084251458
107,1800,0.11,6,8.0,64,0.2,0.2,0.48213821825531306,0.4970836033700583
108,1800,0.12000000000000001,6,8.0,64,0.6000000000000001,0.2,0.4796685014138579,0.49303305249513935
109,1700,0.13,6,8.0,64,0.2,0.25,0.4814389834000495,0.49659753726506806
110,1700,0.13,6,6.0,56,0.2,0.25,0.48088784509842775,0.4957874270900843
111,1800,0.13,6,8.0,48,0.4,0.30000000000000004,0.4813471181965085,0.4962734931950745
112,1700,0.11,6,7.0,64,0.2,0.35000000000000003,0.48115054394556783,0.495949449125081
113,1900,0.12000000000000001,6,9.0,72,0.2,0.2,0.4791440305577006,0.4948152948801037
114,1700,0.08,5,10.0,64,0.0,0.25,0.47914717506124466,0.4931950745301361
115,1800,0.06,6,9.0,96,0.6000000000000001,0.4,0.4794722421106415,0.4933570965651329
116,1600,0.07,6,7.0,48,0.4,0.30000000000000004,0.47944998815905615,0.4938431626701231
117,1900,0.13,6,8.0,56,0.2,0.30000000000000004,0.48143507320295553,0.4964355152300713
118,2000,0.13,6,3.0,56,0.0,0.35000000000000003,0.48075255766161185,0.49611147116007775
119,2000,0.12000000000000001,6,8.0,80,0.2,0.30000000000000004,0.48073682062299455,0.4956254050550875
120,1900,0.13999999999999999,6,5.0,40,4.0,0.25,0.48104754273834677,0.495301360985094
121,1800,0.13,7,8.0,56,0.4,0.2,0.48076847381764454,0.49497731691510044
122,1900,0.07,6,8.0,64,0.0,0.35000000000000003,0.4797557237385223,0.495301360985094
123,1800,0.08,7,9.0,88,0.2,0.4,0.4804992170792229,0.4957874270900843
124,1700,0.11,6,10.0,112,0.2,0.2,0.48071497108437455,0.4957874270900843
125,1900,0.13999999999999999,7,6.0,48,0.0,0.25,0.4801074630283537,0.4962734931950745
126,1600,0.12000000000000001,6,2.0,72,0.4,0.30000000000000004,0.47988287267018376,0.4940051847051199
127,1800,0.07,7,7.0,80,0.6000000000000001,0.15000000000000002,0.48017934474812507,0.49368114063512636
128,1700,0.08,5,9.0,56,0.2,0.35000000000000003,0.47936472614319176,0.4938431626701231
129,1900,0.09000000000000001,7,10.0,128,0.0,0.45,0.4815765989385084,0.4969215813350616
130,1900,0.09000000000000001,7,8.0,128,0.0,0.45,0.48099435199192636,0.4967595593000648
131,2000,0.08,7,10.0,120,5.0,0.45,0.47876958779125367,0.4923849643551523
132,1800,0.09000000000000001,7,11.0,128,0.0,0.5,0.48202408324799556,0.49740764744005184
133,1900,0.09000000000000001,7,11.0,144,0.0,0.5,0.48202408324799556,0.49740764744005184
134,1900,0.1,7,11.0,144,0.0,0.5,0.4832978382551842,0.4980557355800389
135,2000,0.1,7,11.0,152,0.0,0.5,0.4832978382551842,0.4980557355800389
136,2000,0.1,7,11.0,152,0.0,0.55,0.4811194011025001,0.4962734931950745
137,2000,0.1,7,11.0,168,0.0,0.5,0.4832978382551842,0.4980557355800389
138,2000,0.09000000000000001,7,11.0,168,0.0,0.5,0.48202408324799556,0.49740764744005184
139,2000,0.1,7,11.0,176,0.0,0.6000000000000001,0.4804537253271309,0.4956254050550875
140,2000,0.09000000000000001,7,12.0,184,0.0,0.5,0.481623108927169,0.4967595593000648
141,2000,0.09000000000000001,7,12.0,168,0.0,0.5,0.481623108927169,0.4967595593000648
142,2000,0.1,7,12.0,168,0.0,0.5,0.48294848914228616,0.49789371354504214
143,2000,0.1,7,12.0,168,0.0,0.5,0.48294848914228616,0.49789371354504214
144,2000,0.11,7,11.0,168,0.0,0.5,0.4798609056789285,0.49497731691510044
145,2000,0.1,7,13.0,192,0.0,0.55,0.4813860771866585,0.4964355152300713
146,2000,0.1,7,12.0,176,0.2,0.5,0.48055364127355116,0.4957874270900843
147,2000,0.11,7,12.0,160,0.0,0.55,0.4803540272479772,0.495301360985094
148,2000,0.1,7,11.0,160,0.0,0.5,0.4832978382551842,0.4980557355800389
149,2000,0.1,7,11.0,160,0.2,0.5,0.48055364127355116,0.4957874270900843
150,2000,0.11,7,11.0,144,3.4000000000000004,0.65,0.4785503690667543,0.4927090084251458
151,2000,0.1,7,13.0,176,0.0,0.5,0.48090713431518156,0.49611147116007775
152,2000,0.1,7,12.0,152,0.0,0.55,0.4807981612287768,0.4957874270900843
153,1900,0.09000000000000001,7,11.0,168,0.2,0.5,0.48027613679081754,0.4957874270900843
154,2000,0.11,7,12.0,184,0.0,0.6000000000000001,0.48165207487590217,0.4969215813350616
155,1900,0.11,7,12.0,160,0.2,0.6000000000000001,0.4804736412154982,0.49546338302009074
156,2000,0.11,7,11.0,160,0.0,0.6000000000000001,0.4829092056829139,0.49789371354504214
157,1900,0.1,7,11.0,152,0.2,0.55,0.48070222814839,0.495949449125081
158,2000,0.11,7,10.0,168,3.2,0.45,0.4773091410799591,0.49108878807517825
159,1900,0.1,7,11.0,144,0.0,0.55,0.4811194011025001,0.4962734931950745
160,900,0.11,7,11.0,160,0.4,0.65,0.47931533673354537,0.4943292287751134
161,2000,0.11,7,13.0,184,0.0,0.6000000000000001,0.48226683765710404,0.4980557355800389
162,2000,0.1,7,13.0,208,0.0,0.65,0.481203218481084,0.49611147116007775
163,2000,0.12000000000000001,7,14.0,152,0.2,0.5,0.48070091690097794,0.495949449125081
164,2000,0.11,7,10.0,176,0.0,0.6000000000000001,0.48077186196837635,0.4957874270900843
165,1900,0.09000000000000001,7,13.0,168,0.0,0.55,0.48038126377879414,0.4956254050550875
166,1900,0.1,7,11.0,136,0.2,0.5,0.48055364127355116,0.4957874270900843
167,2000,0.12000000000000001,7,12.0,144,0.2,0.7000000000000001,0.4808022236875991,0.495949449125081
168,1900,0.11,7,15.0,160,0.0,0.45,0.48211301487716735,0.49740764744005184
169,2000,0.11,7,15.0,160,0.0,0.45,0.48211301487716735,0.49740764744005184
170,2000,0.11,7,15.0,160,0.4,0.45,0.47882483370057716,0.4940051847051199
171,2000,0.11,7,16.0,160,0.0,0.5,0.48196459647628725,0.4975696694750486
172,2000,0.11,7,15.0,160,0.0,0.5,0.48053630358687,0.495949449125081
173,2000,0.12000000000000001,7,16.0,152,0.0,0.45,0.4824999724106756,0.49773169151004537
174,2000,0.11,7,16.0,152,0.0,0.45,0.48061052921024644,0.495949449125081
175,2000,0.12000000000000001,7,17.0,152,0.2,0.5,0.48065529959742753,0.495949449125081
176,2000,0.1,7,16.0,168,0.0,0.5,0.48249041990615354,0.49773169151004537
177,2000,0.1,7,16.0,168,0.0,0.45,0.4808684779370298,0.4957874270900843
178,1900,0.1,7,15.0,168,0.2,0.55,0.48040152644299594,0.49611147116007775
179,2000,0.1,7,17.0,176,0.0,0.45,0.4814208053905797,0.4967595593000648
180,2000,0.09000000000000001,7,15.0,144,0.2,0.5,0.48101355457553585,0.49611147116007775
181,2000,0.11,7,16.0,160,0.0,0.5,0.48196459647628725,0.4975696694750486
182,2000,0.11,7,16.0,160,0.0,0.55,0.48132303621309797,0.4964355152300713
183,2000,0.1,7,14.0,168,0.0,0.5,0.48121977642754016,0.49611147116007775
184,1900,0.12000000000000001,7,15.0,152,0.2,0.45,0.4806938602067419,0.495949449125081
185,2000,0.11,7,16.0,160,0.0,0.55,0.48132303621309797,0.4964355152300713
186,1900,0.11,7,15.0,168,0.2,0.4,0.48011145999476135,0.4956254050550875
187,2000,0.1,7,17.0,192,0.0,0.45,0.4814208053905797,0.4967595593000648
188,2000,0.09000000000000001,7,11.0,176,0.0,0.5,0.48202408324799556,0.49740764744005184
189,1900,0.09000000000000001,7,11.0,176,0.0,0.55,0.48135926056782163,0.4964355152300713
190,2000,0.09000000000000001,7,11.0,184,0.2,0.6000000000000001,0.4814872913828467,0.4962734931950745
191,2000,0.1,7,16.0,160,0.0,0.5,0.48249041990615354,0.49773169151004537
192,2000,0.09000000000000001,7,12.0,176,0.0,0.5,0.481623108927169,0.4967595593000648
193,2000,0.1,7,11.0,152,0.2,0.5,0.48055364127355116,0.4957874270900843
194,1000,0.1,7,11.0,144,0.0,0.45,0.48124608204667796,0.4969215813350616
195,1900,0.09000000000000001,7,12.0,168,0.2,0.5,0.4801441073679382,0.49546338302009074
196,2000,0.1,7,17.0,160,0.0,0.55,0.4808617884373198,0.4957874270900843
197,2000,0.1,7,11.0,168,0.0,0.5,0.4832978382551842,0.4980557355800389
198,900,0.12000000000000001,7,10.0,152,0.2,0.8,0.48158014771647945,0.4967595593000648
199,1900,0.1,7,14.0,168,0.0,0.45,0.4823155513998323,0.49773169151004537
200,1900,0.1,7,14.0,160,0.0,0.4,0.4806636107254918,0.4962734931950745
201,1900,0.11,7,14.0,168,0.0,0.45,0.48008065213096823,0.4951393389500972
202,2000,0.1,7,13.0,168,0.2,0.45,0.480267749872534,0.4957874270900843
203,2000,0.1,7,16.0,136,0.0,0.5,0.48249041990615354,0.49773169151004537
204,1900,0.1,7,16.0,136,0.0,0.5,0.48249041990615354,0.49773169151004537
205,2000,0.1,7,16.0,136,0.2,0.45,0.4809338441791103,0.4962734931950745
206,1900,0.11,7,16.0,136,0.0,0.4,0.4814352004784734,0.49740764744005184
207,2000,0.1,7,15.0,152,0.2,0.55,0.48040152644299594,0.49611147116007775
208,2000,0.11,7,17.0,160,0.0,0.6000000000000001,0.4816509042091767,0.4969215813350616
209,1100,0.1,7,15.0,144,0.0,0.45,0.48013021457675004,0.4956254050550875
210,1900,0.11,7,16.0,136,0.2,0.5,0.48070222814839,0.495949449125081
211,1900,0.1,7,16.0,144,0.0,0.5,0.48249041990615354,0.49773169151004537
212,1900,0.1,7,16.0,144,0.0,0.5,0.48249041990615354,0.49773169151004537
213,1900,0.1,7,16.0,144,0.0,0.5,0.48249041990615354,0.49773169151004537
214,1900,0.1,7,16.0,144,0.0,0.5,0.48249041990615354,0.49773169151004537
215,1900,0.1,7,17.0,144,0.2,0.55,0.48013531497469303,0.4956254050550875
216,1900,0.1,7,16.0,144,0.0,0.5,0.48249041990615354,0.49773169151004537
217,1900,0.1,7,16.0,144,0.0,0.5,0.48249041990615354,0.49773169151004537
218,1900,0.1,7,16.0,144,4.4,0.5,0.4799436799097758,0.4943292287751134
219,1900,0.1,7,16.0,136,0.0,0.5,0.48249041990615354,0.49773169151004537
220,1900,0.1,7,16.0,136,0.0,0.5,0.48249041990615354,0.49773169151004537
221,1900,0.1,7,18.0,136,0.0,0.5,0.4812593559497924,0.49659753726506806
222,1900,0.1,7,16.0,136,0.0,0.5,0.48249041990615354,0.49773169151004537
223,1900,0.1,7,16.0,136,0.0,0.5,0.48249041990615354,0.49773169151004537
224,1900,0.1,7,16.0,136,0.2,0.5,0.47944665070157005,0.49465327284510696
225,1900,0.1,7,16.0,136,0.0,0.5,0.48249041990615354,0.49773169151004537
226,1900,0.1,7,16.0,144,0.0,0.55,0.4838654358491095,0.4983797796500324
227,1900,0.1,7,16.0,144,0.2,0.55,0.47912701217398407,0.4948152948801037
228,1900,0.1,7,17.0,144,0.0,0.55,0.4808617884373198,0.4957874270900843
229,1900,0.1,7,17.0,144,0.0,0.5,0.48144088629906845,0.4969215813350616
230,1900,0.1,7,16.0,152,2.6,0.55,0.47820599269856895,0.49108878807517825
231,1900,0.1,7,16.0,136,0.0,0.5,0.48249041990615354,0.49773169151004537
232,1900,0.1,7,16.0,136,0.0,0.5,0.48249041990615354,0.49773169151004537
233,1900,0.09000000000000001,7,16.0,144,0.0,0.5,0.4808019999356172,0.4957874270900843
234,1900,0.1,7,16.0,128,0.2,0.5,0.47944665070157005,0.49465327284510696
235,1800,0.1,7,17.0,144,0.0,0.55,0.4808617884373198,0.4957874270900843
236,1900,0.09000000000000001,7,16.0,152,0.2,0.5,0.48034777477543217,0.4957874270900843
237,2000,0.1,7,17.0,136,0.0,0.5,0.48144088629906845,0.4969215813350616
238,1900,0.1,7,16.0,136,0.2,0.5,0.47944665070157005,0.49465327284510696
239,2000,0.1,7,17.0,152,1.4000000000000001,0.55,0.4815043660938854,0.495301360985094
240,2000,0.09000000000000001,7,16.0,144,0.0,0.55,0.4826599703028089,0.4980557355800389
241,2000,0.09000000000000001,7,16.0,144,0.0,0.55,0.4826599703028089,0.4980557355800389
242,2000,0.09000000000000001,7,15.0,144,0.0,0.55,0.48068133320201856,0.495949449125081
243,2000,0.09000000000000001,7,16.0,144,0.0,0.55,0.4826599703028089,0.4980557355800389
244,2000,0.09000000000000001,7,16.0,144,0.0,0.55,0.4826599703028089,0.4980557355800389
245,2000,0.09000000000000001,7,16.0,152,0.0,0.55,0.4826599703028089,0.4980557355800389
246,2000,0.09000000000000001,7,15.0,152,1.8,0.55,0.47873674188939663,0.49254698639014904
247,2000,0.09000000000000001,7,16.0,144,0.2,0.55,0.4812877257451575,0.4964355152300713
248,2000,0.09000000000000001,7,15.0,152,0.0,0.6000000000000001,0.48046229094606696,0.4956254050550875
249,2000,0.09000000000000001,7,17.0,144,0.2,0.55,0.4812877257451575,0.4964355152300713
250,2000,0.09000000000000001,7,16.0,152,0.0,0.6000000000000001,0.4809851404357699,0.4962734931950745
251,2000,0.09000000000000001,7,17.0,144,0.2,0.55,0.4812877257451575,0.4964355152300713
252,2000,0.09000000000000001,7,16.0,152,0.0,0.55,0.4826599703028089,0.4980557355800389
253,2000,0.09000000000000001,7,16.0,152,0.0,0.55,0.4826599703028089,0.4980557355800389
254,2000,0.09000000000000001,7,18.0,152,0.2,0.6000000000000001,0.48085707714282666,0.495949449125081
255,2000,0.09000000000000001,7,15.0,152,0.0,0.55,0.48068133320201856,0.495949449125081
256,2000,0.09000000000000001,7,16.0,160,0.0,0.55,0.4826599703028089,0.4980557355800389
257,2000,0.08,7,15.0,160,0.2,0.6000000000000001,0.48051314850336,0.495949449125081
258,2000,0.09000000000000001,7,17.0,160,0.0,0.55,0.48069453862587713,0.4957874270900843
259,2000,0.09000000000000001,7,16.0,152,0.2,0.55,0.4812877257451575,0.4964355152300713
260,2000,0.08,7,15.0,160,0.0,0.55,0.4808056082864931,0.495949449125081
261,2000,0.09000000000000001,7,16.0,152,2.2,0.6000000000000001,0.4788824108972567,0.49189889825016203
262,2000,0.09000000000000001,7,17.0,160,0.0,0.55,0.48069453862587713,0.4957874270900843
263,2000,0.09000000000000001,7,16.0,152,0.2,0.65,0.4818513717519086,0.4969215813350616
264,2000,0.08,7,16.0,168,0.0,0.55,0.4824606357039438,0.49789371354504214
265,2000,0.09000000000000001,7,17.0,160,0.2,0.55,0.4812877257451575,0.4964355152300713
266,2000,0.09000000000000001,7,16.0,152,0.4,0.6000000000000001,0.47922160643533135,0.4948152948801037
267,2000,0.08,7,15.0,168,0.0,1.0,0.4804750239165028,0.4957874270900843
268,2000,0.09000000000000001,7,16.0,152,0.0,0.55,0.4826599703028089,0.4980557355800389
269,2000,0.09000000000000001,7,17.0,160,0.0,0.6000000000000001,0.48054756228563816,0.49611147116007775
270,2000,0.09000000000000001,7,16.0,152,0.2,0.55,0.4812877257451575,0.4964355152300713
271,2000,0.08,7,15.0,152,0.0,0.55,0.4808056082864931,0.495949449125081
272,2000,0.09000000000000001,7,16.0,160,0.2,0.55,0.4812877257451575,0.4964355152300713
273,2000,0.09000000000000001,7,17.0,168,0.0,0.55,0.48069453862587713,0.4957874270900843
274,2000,0.09000000000000001,7,15.0,152,0.0,0.6000000000000001,0.48046229094606696,0.4956254050550875
275,2000,0.09000000000000001,7,16.0,144,0.4,0.55,0.47868820751393,0.4940051847051199
276,2000,0.1,7,15.0,160,0.2,0.5,0.48055364127355116,0.4957874270900843
277,2000,0.08,7,16.0,176,0.0,0.55,0.4824606357039438,0.49789371354504214
278,2000,0.1,7,16.0,144,0.2,0.45,0.4809338441791103,0.4962734931950745
279,2000,0.1,7,17.0,168,0.0,0.55,0.4808617884373198,0.4957874270900843
280,2000,0.09000000000000001,7,11.0,152,0.0,0.5,0.48202408324799556,0.49740764744005184
281,2000,0.09000000000000001,7,16.0,160,0.0,0.6000000000000001,0.4809851404357699,0.4962734931950745
282,2000,0.1,7,16.0,152,0.2,0.5,0.47944665070157005,0.49465327284510696
283,2000,0.11,7,10.0,144,0.0,0.45,0.48304134923231395,0.4982177576150357
284,2000,0.11,7,10.0,176,0.2,0.45,0.48040381857105463,0.4956254050550875
285,2000,0.11,7,10.0,144,0.0,0.45,0.48304134923231395,0.4982177576150357
286,2000,0.11,7,10.0,168,0.2,0.45,0.48040381857105463,0.4956254050550875
287,2000,0.19999999999999998,7,10.0,152,0.0,0.45,0.48255256115506,0.4975696694750486
288,2000,0.18,7,10.0,152,0.0,0.45,0.4827125360846647,0.49773169151004537
289,2000,0.19,7,10.0,160,0.0,0.4,0.48319853097627635,0.49740764744005184
290,2000,0.16999999999999998,7,10.0,152,0.2,0.4,0.479418191837136,0.4951393389500972
291,2000,0.19999999999999998,7,10.0,152,2.8000000000000003,0.4,0.47793862082635674,0.4931950745301361
292,2000,0.19999999999999998,7,10.0,160,0.4,0.45,0.47847163332301673,0.49303305249513935
293,2000,0.18,7,10.0,160,0.0,0.45,0.4827125360846647,0.49773169151004537
294,2000,0.18,7,10.0,152,0.0,0.4,0.48146068660365665,0.4964355152300713
295,2000,0.18,7,9.0,160,0.2,0.45,0.47992411110608274,0.495301360985094
296,2000,0.19,7,10.0,152,0.0,0.45,0.47990120668789576,0.4962734931950745
297,2000,0.19,7,10.0,160,1.2000000000000002,0.4,0.4792726950265606,0.4933570965651329
298,2000,0.19999999999999998,7,10.0,160,0.2,0.45,0.4810009564709614,0.49659753726506806
299,2000,0.16,7,11.0,144,0.0,0.45,0.4799961150368388,0.4957874270900843
300,2000,0.18,7,9.0,232,0.0,0.45,0.47992717250271344,0.4956254050550875
301,2000,0.18,4,11.0,152,0.4,0.4,0.47632852410938037,0.48930654569021387
302,2000,0.19,7,11.0,152,3.6,0.6000000000000001,0.4783480947524215,0.49189889825016203
303,2000,0.19,7,10.0,144,0.2,0.45,0.47876850956499545,0.49465327284510696
304,2000,0.19,7,10.0,168,0.0,0.6000000000000001,0.4818877543275462,0.49724562540505507
305,2000,0.16999999999999998,7,11.0,160,0.0,0.55,0.4828625943633121,0.4975696694750486
306,2000,0.16999999999999998,7,11.0,168,0.0,0.55,0.4828625943633121,0.4975696694750486
307,2000,0.18,7,11.0,168,0.2,0.55,0.47920061633905214,0.49497731691510044
308,1400,0.16999999999999998,7,11.0,176,0.0,0.55,0.4828625943633121,0.4975696694750486
309,2000,0.16999999999999998,7,11.0,176,0.2,0.6000000000000001,0.48112527329429344,0.49659753726506806
310,1500,0.16999999999999998,7,12.0,168,0.0,0.55,0.48306912212835557,0.4980557355800389
311,2000,0.16999999999999998,7,12.0,176,0.0,0.55,0.48306912212835557,0.4980557355800389
312,1400,0.16999999999999998,7,12.0,184,0.2,0.6000000000000001,0.48105581570766126,0.4964355152300713
313,1400,0.16999999999999998,7,12.0,176,0.0,0.65,0.482595716577276,0.4975696694750486
314,1300,0.16,7,12.0,176,0.0,0.55,0.48181025036430253,0.4969215813350616
315,2000,0.16999999999999998,7,11.0,184,0.2,0.55,0.4791478526414598,0.49465327284510696
316,1500,0.16999999999999998,7,12.0,168,0.0,0.6000000000000001,0.48259339369396215,0.49724562540505507
317,1500,0.16,7,11.0,176,0.2,0.55,0.48064395435596197,0.49546338302009074
318,1400,0.16999999999999998,7,11.0,168,0.0,0.55,0.4828625943633121,0.4975696694750486
319,1300,0.16999999999999998,7,11.0,168,0.4,0.55,0.4787352350957141,0.4931950745301361
320,1400,0.16999999999999998,7,12.0,176,0.0,0.6000000000000001,0.48259339369396215,0.49724562540505507
321,1400,0.16,7,11.0,168,0.0,0.55,0.4834064071762281,0.4982177576150357
322,1500,0.18,7,11.0,168,0.2,0.55,0.47920061633905214,0.49497731691510044
323,1400,0.16,7,11.0,176,0.0,0.6000000000000001,0.4826959459084641,0.4970836033700583
324,1300,0.16,7,11.0,176,0.2,0.6000000000000001,0.48064395435596197,0.49546338302009074
325,1400,0.16,7,11.0,184,0.0,0.5,0.4811551337468112,0.4964355152300713
326,1400,0.15,7,12.0,176,0.0,0.6000000000000001,0.4817117588408682,0.4967595593000648
327,1400,0.18,7,12.0,168,0.2,0.65,0.4801870505655362,0.4956254050550875
328,1400,0.16999999999999998,7,11.0,168,0.0,0.5,0.4822826399104027,0.4970836033700583
329,1400,0.16999999999999998,7,11.0,176,0.2,0.7000000000000001,0.4793990338288953,0.4951393389500972
330,1300,0.16999999999999998,7,10.0,168,0.4,0.65,0.47877620220676437,0.4933570965651329
331,1500,0.16,7,11.0,184,0.0,0.6000000000000001,0.4826959459084641,0.4970836033700583
332,1400,0.16,7,11.0,192,0.0,0.6000000000000001,0.4826959459084641,0.4970836033700583
333,1500,0.16,7,11.0,184,3.0,0.6000000000000001,0.47916249752659096,0.49368114063512636
334,1600,0.16,7,12.0,184,0.0,0.6000000000000001,0.48002515483747005,0.4951393389500972
335,1400,0.15,7,11.0,192,0.2,0.65,0.4812580264725244,0.49611147116007775
336,1400,0.16,7,11.0,184,0.0,0.65,0.48294373384621264,0.49724562540505507
337,1400,0.16,7,11.0,192,0.0,0.6000000000000001,0.4826959459084641,0.4970836033700583
338,1400,0.15,7,11.0,192,0.0,0.65,0.4834779466414784,0.4988658457550227
339,1500,0.15,7,10.0,200,0.2,0.7000000000000001,0.479915483816771,0.4948152948801037
340,1400,0.18,7,11.0,200,0.0,0.65,0.48232010141879167,0.4969215813350616
341,1500,0.16999999999999998,7,12.0,176,0.2,0.65,0.4805703669111816,0.495949449125081
342,1400,0.16,7,10.0,184,0.0,0.65,0.4803598818188046,0.49546338302009074
343,1500,0.16999999999999998,7,10.0,192,0.2,0.65,0.4804131385087471,0.4957874270900843
344,1400,0.16999999999999998,7,12.0,184,4.4,0.4,0.4783975401776333,0.49189889825016203
345,1300,0.18,7,11.0,184,0.0,0.7000000000000001,0.481755840855637,0.4969215813350616
346,1400,0.16,7,11.0,176,0.0,0.7000000000000001,0.4813155876376285,0.4962734931950745
347,1300,0.16999999999999998,7,12.0,168,0.4,0.65,0.47885313091147336,0.4948152948801037
348,1400,0.16,7,11.0,176,0.0,0.45,0.4799961150368388,0.4957874270900843
349,1500,0.15,7,10.0,168,0.2,0.5,0.4806741564349399,0.4956254050550875
350,1300,0.16999999999999998,7,11.0,176,0.0,0.7000000000000001,0.48182330412479407,0.49740764744005184
351,1500,0.19,7,10.0,168,0.2,0.5,0.4791695639257929,0.49465327284510696
352,1400,0.15,7,13.0,184,2.4000000000000004,0.65,0.4793634070483426,0.49303305249513935
353,1400,0.16999999999999998,7,9.0,168,0.0,0.45,0.48135161123411363,0.4962734931950745
354,1400,0.03,7,12.0,192,0.0,0.6000000000000001,0.4822115187271698,0.49724562540505507
355,1400,0.18,7,11.0,176,4.800000000000001,0.4,0.47804807685739736,0.4902786779001944
356,1300,0.16,7,11.0,160,0.2,0.5,0.4807479331479554,0.4957874270900843
357,1400,0.18,8,19.0,168,0.0,0.5,0.4812431404684072,0.4956254050550875
358,1500,0.16,7,10.0,160,0.4,0.45,0.4784759570216803,0.49303305249513935
359,1400,0.15,7,12.0,168,0.2,0.75,0.48151994810024795,0.4964355152300713
360,1500,0.16999999999999998,7,11.0,184,0.0,0.6000000000000001,0.4823046837603737,0.49773169151004537
361,1200,0.16999999999999998,7,10.0,176,0.0,0.5,0.48330251340592506,0.4983797796500324
362,1300,0.18,7,9.0,176,0.2,0.5,0.4800550872042078,0.4957874270900843
363,1200,0.16999999999999998,7,10.0,176,0.0,0.5,0.48330251340592506,0.4983797796500324
364,1200,0.16999999999999998,7,10.0,160,0.0,0.5,0.48330251340592506,0.4983797796500324
365,1300,0.16999999999999998,7,9.0,168,0.2,0.5,0.478760932399049,0.49465327284510696
366,1200,0.16999999999999998,7,10.0,160,0.0,0.5,0.48330251340592506,0.4983797796500324
367,1200,0.16999999999999998,7,10.0,160,0.2,0.5,0.47876327030566695,0.49465327284510696
368,1200,0.16999999999999998,7,10.0,168,0.0,0.5,0.48330251340592506,0.4983797796500324
369,1200,0.16999999999999998,7,10.0,168,0.4,0.5,0.47847163332301673,0.49303305249513935
370,1200,0.16999999999999998,7,10.0,160,0.0,0.5,0.48330251340592506,0.4983797796500324
371,1200,0.16999999999999998,7,9.0,160,0.2,0.5,0.478760932399049,0.49465327284510696
372,1200,0.13999999999999999,7,9.0,160,0.0,0.5,0.48206310468495434,0.4967595593000648
373,1200,0.16999999999999998,7,10.0,160,1.6,0.5,0.48159485498198196,0.4962734931950745
374,1200,0.16999999999999998,7,10.0,200,0.0,0.5,0.48330251340592506,0.4983797796500324
375,1200,0.16999999999999998,7,10.0,208,0.0,0.5,0.48330251340592506,0.4983797796500324
376,1200,0.16999999999999998,7,10.0,208,0.2,0.5,0.47876327030566695,0.49465327284510696
377,1100,0.16999999999999998,7,10.0,200,0.0,0.5,0.48330251340592506,0.4983797796500324
378,1100,0.16999999999999998,7,9.0,200,0.0,0.5,0.4797987761652626,0.49497731691510044
379,1200,0.16999999999999998,7,10.0,208,0.2,0.45,0.4793006556628894,0.49497731691510044
380,1200,0.18,7,10.0,216,0.0,0.5,0.48129027320360374,0.49611147116007775
381,1100,0.16,7,9.0,224,0.2,0.5,0.4797972389617798,0.495301360985094
382,1200,0.18,7,10.0,200,0.0,0.5,0.48129027320360374,0.49611147116007775
383,1100,0.16999999999999998,7,10.0,200,0.2,0.45,0.4793006556628894,0.49497731691510044
