param,spearman_w_f1
colsample_bytree,0.400347948671675
max_depth,0.1206794632654555
reg_lambda,0.10583781383781384
subsample,0.05565179957775066
learning_rate,0.05458763458763459
n_estimators,0.031782001374691844
reg_alpha,0.0317002277002277
num_leaves,-0.11106377001526223
min_child_samples,-0.3548998054218998
