param,spearman_w_f1
colsample_bytree,0.22921336694924813
num_leaves,0.04521732390647263
max_depth,0.02116947952827796
reg_lambda,0.009593476651966717
subsample,0.006290395619416918
n_estimators,-0.005602870241383841
reg_alpha,-0.008979540748252515
learning_rate,-0.03526188807869523
min_child_samples,-0.089613878540948
