TIMESTAMP,포함된 FEATURE,F1 MACRO,ACCURACY
2025-09-17 16:57:57,"new_inactive, is_high_interaction, interaction_per_freq, interaction_rate, payment_freq_alignment, renewal_pressure",0.4670,0.4705
2025-09-17 16:59:21,"is_older_group, older_and_member, new_inactive, is_long_contract, is_high_payment_interval, interaction_per_freq, short_tenure_high_interval, older_low_contract, payment_freq_alignment, renewal_pressure, subscription_code, usage_cluster",0.4702,0.4746
