TIMESTAMP,포함된 FEATURE,F1 MACRO,ACCURACY
2025-09-17 16:41:16,"older_and_member, is_long_contract, is_high_interaction, payment_per_freq, older_low_contract, interaction_rate, renewal_pressure, subscription_code",0.4578,0.4580
